time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.564000,0.4314,-0.1390,0.2024,0.496
0.569000,0.4564,-0.0800,0.1915,0.501
0.574000,0.4269,-0.0835,0.2363,0.495
0.579000,0.4685,-0.0920,0.2510,0.539
0.584000,0.4946,-0.1218,0.3298,0.607
0.588000,0.4514,-0.1291,0.3200,0.568
0.594000,0.4416,-0.1029,0.3480,0.572
0.599000,0.4382,-0.0883,0.3169,0.548
0.604000,0.4244,-0.0960,0.2885,0.522
0.609000,0.4434,-0.1172,0.2467,0.521
0.614000,0.4126,-0.1100,0.2194,0.480
0.619000,0.3958,-0.1336,0.2354,0.479
0.624000,0.4350,-0.1315,0.2714,0.529
0.632000,0.4164,-0.1470,0.2855,0.526
0.634000,0.4225,-0.1337,0.2524,0.510
0.639000,0.4390,-0.1269,0.2351,0.514
0.644000,0.4232,-0.1227,0.2203,0.493
0.649000,0.4507,-0.1030,0.2361,0.519
0.654000,0.4496,-0.1498,0.1961,0.513
0.659000,0.4256,-0.1519,0.2745,0.529
0.664000,0.4191,-0.0861,0.3314,0.541
0.669000,0.4649,-0.1042,0.4088,0.628
0.674000,0.4317,-0.1116,0.4070,0.604
0.679000,0.4386,-0.0973,0.3931,0.597
0.684000,0.4305,-0.1277,0.3451,0.566
0.689000,0.4166,-0.1583,0.2414,0.507
0.694000,0.4335,-0.1528,0.2046,0.503
0.699000,0.3868,-0.1489,0.2452,0.482
0.704000,0.4058,-0.1649,0.2803,0.520
0.709000,0.3819,-0.1419,0.2433,0.475
0.714000,0.3877,-0.1222,0.2832,0.495
0.719000,0.4222,-0.1057,0.2960,0.526
0.724000,0.4343,-0.1264,0.2410,0.513
0.729000,0.4334,-0.1270,0.1646,0.481
0.735000,0.4229,-0.1095,0.2049,0.483
0.739000,0.3898,-0.1246,0.2800,0.496
0.744000,0.4190,-0.1149,0.3208,0.540
0.752000,0.4523,-0.1072,0.3736,0.596
0.755000,0.4788,-0.1114,0.3912,0.628
0.760000,0.4601,-0.1102,0.3662,0.598
0.764000,0.4421,-0.0977,0.3280,0.559
0.769000,0.4116,-0.0718,0.2570,0.491
0.775000,0.4576,-0.0978,0.1952,0.507
0.779000,0.3929,-0.1019,0.1718,0.441
0.784000,0.4166,-0.1019,0.1626,0.459
0.789000,0.4053,-0.1352,0.2312,0.486
0.794000,0.4169,-0.1248,0.2712,0.513
0.800000,0.4101,-0.1111,0.2813,0.510
0.804000,0.4260,-0.1093,0.2513,0.507
0.809000,0.4167,-0.1353,0.2140,0.488
0.815000,0.4513,-0.1339,0.2339,0.526
0.820000,0.4061,-0.1220,0.2661,0.501
0.824000,0.4375,-0.1378,0.3351,0.568
0.830000,0.4469,-0.1652,0.3765,0.607
0.835000,0.4584,-0.1250,0.4465,0.652
0.840000,0.4891,-0.1203,0.3726,0.627
0.845000,0.4252,-0.1211,0.2752,0.521
0.850000,0.4631,-0.1357,0.2820,0.559
0.855000,0.4258,-0.1506,0.2467,0.515
0.860000,0.4044,-0.1003,0.1856,0.456
0.865000,0.4212,-0.0847,0.2253,0.485
0.870000,0.3987,-0.1249,0.2896,0.508
0.875000,0.4030,-0.1154,0.3031,0.517
0.880000,0.4004,-0.1133,0.2997,0.513
0.888000,0.4471,-0.1657,0.3240,0.576
0.890000,0.4646,-0.0928,0.2418,0.532
0.895000,0.4411,-0.1258,0.2658,0.530
0.903000,0.4317,-0.1484,0.2951,0.544
0.905000,0.4320,-0.1293,0.3458,0.568
0.910000,0.4419,-0.1102,0.3233,0.559
0.915000,0.4601,-0.0913,0.3655,0.595
0.920000,0.4133,-0.1011,0.3650,0.561
0.925000,0.4514,-0.1148,0.3262,0.569
0.930000,0.4795,-0.0488,0.2215,0.530
0.935000,0.4224,-0.1109,0.1595,0.465
0.940000,0.4601,-0.1347,0.1500,0.502
0.940000,0.4220,-0.1490,0.1357,0.468
0.945000,0.4360,-0.1303,0.3113,0.551
0.950000,0.4360,-0.1017,0.2986,0.538
0.955000,0.3887,-0.1014,0.3315,0.521
0.960000,0.4445,-0.1247,0.3226,0.563
0.966000,0.4174,-0.0875,0.2568,0.498
0.970000,0.4119,-0.1238,0.2833,0.515
0.975000,0.4025,-0.0502,0.2234,0.463
0.980000,0.4627,-0.1271,0.3240,0.579
0.985000,0.4461,-0.1386,0.3966,0.613
0.990000,0.4683,-0.1109,0.3391,0.589
0.995000,0.4786,-0.1465,0.3597,0.616
1.002000,0.4468,-0.1618,0.3241,0.575
1.006000,0.4226,-0.1076,0.2083,0.483
1.010000,0.4350,-0.1277,0.1844,0.489
1.022000,0.4177,-0.1425,0.2333,0.499
1.022000,0.4167,-0.1251,0.2452,0.499
1.025000,0.4120,-0.1328,0.2682,0.509
1.030000,0.3802,-0.1245,0.2742,0.485
1.035000,0.4002,-0.1103,0.3191,0.524
1.040000,0.4329,-0.1180,0.3179,0.550
1.045000,0.3731,-0.1409,0.2866,0.491
1.050000,0.3988,-0.1515,0.2708,0.505
1.055000,0.4408,-0.1305,0.3356,0.569
1.060000,0.4049,-0.1112,0.2671,0.498
1.065000,0.3967,-0.1487,0.3429,0.545
1.071000,0.4526,-0.0873,0.3815,0.598
1.076000,0.4713,-0.1067,0.3630,0.604
1.080000,0.4467,-0.0923,0.2572,0.524
1.085000,0.4396,-0.0818,0.2328,0.504
1.090000,0.4687,-0.1451,0.1757,0.521
1.095000,0.4338,-0.1358,0.1988,0.496
1.101000,0.4161,-0.1252,0.1813,0.471
1.106000,0.4227,-0.0817,0.2588,0.502
1.111000,0.3986,-0.1388,0.2864,0.510
1.116000,0.4075,-0.1350,0.3181,0.534
1.121000,0.4092,-0.1122,0.3139,0.528
1.126000,0.4298,-0.0967,0.3626,0.571
1.131000,0.4576,-0.1319,0.2667,0.546
1.137000,0.4367,-0.0595,0.2215,0.493
1.142000,0.4163,-0.0962,0.2374,0.489
1.146000,0.4297,-0.1125,0.2163,0.494
1.155000,0.4813,-0.1221,0.2894,0.575
1.156000,0.4330,-0.0749,0.2990,0.532
1.161000,0.4104,-0.1025,0.3023,0.520
1.166000,0.4281,-0.1132,0.2629,0.515
1.171000,0.4319,-0.1100,0.2512,0.512
1.176000,0.4119,-0.0931,0.2544,0.493
1.181000,0.4317,-0.1254,0.2671,0.523
1.186000,0.4009,-0.1364,0.2656,0.500
1.191000,0.3934,-0.1451,0.3198,0.527
1.196000,0.3932,-0.1741,0.3318,0.543
1.201000,0.4282,-0.1450,0.3357,0.563
1.206000,0.4284,-0.1174,0.3172,0.546
1.211000,0.4573,-0.1282,0.2856,0.554
1.216000,0.4262,-0.1123,0.2367,0.500
1.221000,0.4168,-0.0883,0.2340,0.486
1.226000,0.4397,-0.1025,0.2894,0.536
1.231000,0.4418,-0.0807,0.3106,0.546
1.236000,0.4523,-0.1042,0.3164,0.562
1.241000,0.4214,-0.0937,0.3287,0.543
1.247000,0.4347,-0.1223,0.2943,0.539
1.251000,0.4260,-0.1093,0.2055,0.485
1.257000,0.4327,-0.0918,0.2353,0.501
1.261000,0.4173,-0.1104,0.2281,0.488
1.267000,0.3934,-0.1279,0.2952,0.508
1.272000,0.3658,-0.1388,0.3027,0.495
1.277000,0.3956,-0.1339,0.3128,0.522
1.281000,0.4106,-0.1425,0.3101,0.534
1.288000,0.4189,-0.1242,0.2933,0.526
1.293000,0.4393,-0.1099,0.2419,0.513
1.296000,0.4308,-0.0859,0.2156,0.489
1.304000,0.4722,-0.0856,0.2726,0.552
1.306000,0.4490,-0.1021,0.2828,0.540
1.311000,0.4528,-0.1106,0.2720,0.540
1.316000,0.4731,-0.0978,0.2800,0.558
1.321000,0.4466,-0.1170,0.2838,0.542
1.326000,0.4209,-0.0739,0.2838,0.513
1.331000,0.4328,-0.1130,0.2630,0.519
1.336000,0.4359,-0.1254,0.3240,0.557
1.341000,0.4275,-0.1008,0.2583,0.510
1.347000,0.4043,-0.1166,0.2898,0.511
1.352000,0.3994,-0.1263,0.2664,0.496
1.357000,0.4009,-0.1331,0.2793,0.506
1.361000,0.4008,-0.1122,0.3270,0.529
1.367000,0.4307,-0.1087,0.2978,0.535
1.372000,0.4269,-0.1080,0.2323,0.498
1.377000,0.4196,-0.1064,0.2385,0.494
1.382000,0.4229,-0.0635,0.2040,0.474
1.390000,0.4374,-0.0706,0.2456,0.507
1.392000,0.4172,-0.1053,0.3134,0.532
1.397000,0.4082,-0.1419,0.3024,0.527
1.402000,0.4485,-0.1186,0.3403,0.575
1.407000,0.4542,-0.1143,0.3137,0.564
1.412000,0.4127,-0.1303,0.3110,0.533
1.417000,0.3952,-0.1064,0.2902,0.502
1.422000,0.3984,-0.1110,0.3154,0.520
1.427000,0.3843,-0.1301,0.2892,0.498
1.432000,0.4138,-0.1036,0.2771,0.509
1.437000,0.4054,-0.0776,0.3118,0.517
1.442000,0.3996,-0.0941,0.3051,0.511
1.448000,0.4107,-0.1215,0.2872,0.516
1.452000,0.4171,-0.1086,0.2377,0.492
1.458000,0.4279,-0.0934,0.2333,0.496
1.462000,0.4391,-0.1312,0.2515,0.523
1.468000,0.4636,-0.1359,0.2339,0.537
1.478000,0.4788,-0.0835,0.2963,0.569
1.479000,0.4447,-0.1120,0.3353,0.568
1.483000,0.4289,-0.1271,0.3316,0.557
1.511000,0.4532,-0.0897,0.3257,0.565
1.513000,0.4484,-0.0849,0.2869,0.539
1.514000,0.4341,-0.1040,0.2791,0.526
1.515000,0.4409,-0.1058,0.2509,0.518
1.515000,0.4122,-0.0789,0.2406,0.484
1.515000,0.4035,-0.0778,0.2645,0.489
1.518000,0.4104,-0.1045,0.2770,0.506
1.522000,0.4112,-0.1361,0.2733,0.512
1.528000,0.4215,-0.1106,0.2834,0.520
1.532000,0.4216,-0.1106,0.2933,0.525
1.538000,0.4010,-0.1028,0.2877,0.504
1.543000,0.4027,-0.0799,0.2589,0.485
1.548000,0.4540,-0.1023,0.2570,0.532
1.552000,0.4412,-0.1015,0.3047,0.546
1.558000,0.4269,-0.0952,0.3316,0.549
1.563000,0.4441,-0.1150,0.3504,0.577
1.568000,0.4168,-0.1307,0.3491,0.559
1.573000,0.4014,-0.1640,0.3443,0.554
1.578000,0.3972,-0.1294,0.2901,0.509
1.582000,0.4017,-0.1083,0.2511,0.486
1.588000,0.4099,-0.1511,0.2155,0.487
1.593000,0.4205,-0.1430,0.2456,0.508
1.598000,0.4340,-0.1030,0.2669,0.520
1.603000,0.4234,-0.0848,0.2485,0.498
1.608000,0.4299,-0.1053,0.3028,0.536
1.613000,0.4304,-0.1330,0.2983,0.540
1.618000,0.4142,-0.1274,0.2597,0.505
1.627000,0.4018,-0.1159,0.2448,0.485
1.628000,0.3925,-0.1256,0.2482,0.481
1.633000,0.4268,-0.1128,0.2694,0.517
1.651000,0.4424,-0.1235,0.3082,0.553
1.651000,0.4258,-0.1323,0.3266,0.553
1.652000,0.4089,-0.1085,0.3292,0.536
1.653000,0.3896,-0.1036,0.3197,0.514
1.658000,0.3943,-0.1034,0.2979,0.505
1.663000,0.4204,-0.0941,0.2746,0.511
1.668000,0.4166,-0.0818,0.2150,0.476
1.673000,0.3967,-0.0931,0.1992,0.454
1.678000,0.4108,-0.1101,0.2418,0.489
1.683000,0.4186,-0.1265,0.2556,0.507
1.689000,0.4252,-0.1254,0.2586,0.513
1.693000,0.4195,-0.1057,0.2676,0.509
1.698000,0.4126,-0.0961,0.2527,0.493
1.703000,0.4364,-0.1152,0.2523,0.517
1.710000,0.4359,-0.1390,0.2593,0.526
1.714000,0.4157,-0.1291,0.2514,0.503
1.719000,0.4276,-0.1109,0.2724,0.519
1.731000,0.4378,-0.0674,0.3364,0.556
1.732000,0.4179,-0.0691,0.3432,0.545
1.734000,0.4182,-0.1142,0.3324,0.546
1.771000,0.4372,-0.1228,0.3270,0.560
1.773000,0.4499,-0.1441,0.3027,0.561
1.773000,0.4463,-0.1515,0.2595,0.538
1.774000,0.4420,-0.1454,0.2144,0.512
1.775000,0.4210,-0.1502,0.2612,0.518
1.775000,0.4011,-0.1449,0.3007,0.522
1.775000,0.4135,-0.1298,0.3118,0.534
1.776000,0.4053,-0.1186,0.3117,0.525
1.780000,0.4079,-0.1025,0.2718,0.501
1.783000,0.4090,-0.0952,0.2664,0.497
1.788000,0.4136,-0.0933,0.2912,0.514
1.794000,0.4106,-0.0950,0.2970,0.516
1.798000,0.4318,-0.1074,0.3317,0.555
1.804000,0.4377,-0.1107,0.3742,0.586
1.809000,0.4212,-0.1268,0.3233,0.546
1.814000,0.3984,-0.1098,0.2807,0.500
1.819000,0.4006,-0.1028,0.2598,0.488
1.824000,0.4160,-0.1113,0.2565,0.501
1.830000,0.4427,-0.1223,0.2260,0.512
1.834000,0.4331,-0.1288,0.2606,0.522
1.839000,0.4282,-0.0998,0.2612,0.511
1.843000,0.3985,-0.0615,0.2291,0.464
1.849000,0.3894,-0.0994,0.2518,0.474
1.854000,0.3843,-0.1081,0.3166,0.510
1.861000,0.3782,-0.1178,0.3371,0.520
1.864000,0.4010,-0.1142,0.3023,0.515
1.869000,0.4191,-0.1404,0.2720,0.519
1.881000,0.4070,-0.1344,0.2467,0.495
1.883000,0.4354,-0.1422,0.2710,0.532
1.884000,0.4354,-0.1138,0.3091,0.546
1.923000,0.4210,-0.1121,0.2928,0.525
1.924000,0.4255,-0.1156,0.3506,0.563
1.924000,0.4479,-0.0858,0.3150,0.554
1.924000,0.4440,-0.1125,0.2419,0.518
1.925000,0.4080,-0.1317,0.2437,0.493
1.926000,0.4107,-0.1337,0.2284,0.489
1.926000,0.4142,-0.1254,0.2035,0.478
1.926000,0.4031,-0.1229,0.2302,0.480
1.929000,0.3959,-0.1093,0.3008,0.509
1.934000,0.4110,-0.1139,0.3509,0.552
1.939000,0.4323,-0.1410,0.3491,0.573
1.944000,0.4218,-0.1635,0.2827,0.533
1.949000,0.4042,-0.1181,0.2705,0.501
1.954000,0.4479,-0.1284,0.2644,0.536
1.960000,0.4534,-0.1346,0.2404,0.530
1.965000,0.4472,-0.1017,0.2535,0.524
1.969000,0.4363,-0.1683,0.3078,0.560
1.975000,0.4231,-0.0956,0.3344,0.548
1.980000,0.4085,-0.1451,0.2770,0.514
1.984000,0.3924,-0.0753,0.2897,0.494
1.988000,0.4065,-0.1062,0.2383,0.483
1.994000,0.4040,-0.1273,0.2605,0.497
2.000000,0.4017,-0.1143,0.2356,0.480
2.004000,0.4124,-0.1266,0.2834,0.516
2.014000,0.4003,-0.1078,0.3025,0.513
2.015000,0.4034,-0.1558,0.3147,0.535
2.020000,0.4319,-0.0987,0.3051,0.538
2.050000,0.4472,-0.0945,0.2889,0.541
2.051000,0.4274,-0.1142,0.2672,0.517
2.052000,0.4316,-0.1373,0.2822,0.534
2.052000,0.4203,-0.1118,0.2547,0.504
2.052000,0.4161,-0.1006,0.2694,0.506
2.053000,0.4082,-0.1119,0.2298,0.482
2.055000,0.4254,-0.1452,0.3313,0.558
2.060000,0.3943,-0.1087,0.3154,0.516
2.065000,0.4105,-0.0889,0.2645,0.496
2.069000,0.4188,-0.0982,0.2987,0.524
2.074000,0.3816,-0.0924,0.2749,0.479
2.080000,0.3970,-0.1047,0.2459,0.479
2.084000,0.3823,-0.1288,0.2800,0.491
2.090000,0.3870,-0.1430,0.3238,0.524
2.094000,0.3960,-0.1203,0.3024,0.513
2.100000,0.4168,-0.1196,0.2672,0.509
2.105000,0.4109,-0.1014,0.2941,0.515
2.110000,0.4344,-0.1077,0.2555,0.515
2.115000,0.4137,-0.0998,0.2578,0.498
2.120000,0.4104,-0.0995,0.2514,0.491
2.128000,0.4159,-0.1064,0.2579,0.501
2.131000,0.4213,-0.1349,0.2567,0.511
2.134000,0.4209,-0.0954,0.2937,0.522
2.140000,0.4739,-0.0995,0.3014,0.570
2.144000,0.4103,-0.0987,0.3103,0.524
2.150000,0.4149,-0.0993,0.2520,0.496
2.155000,0.3931,-0.1204,0.2875,0.502
2.166000,0.3925,-0.0858,0.2619,0.480
2.166000,0.4394,-0.1440,0.3002,0.551
2.170000,0.4190,-0.0922,0.2584,0.501
2.175000,0.3948,-0.0852,0.2858,0.495
2.188000,0.4009,-0.1221,0.2942,0.512
2.189000,0.4146,-0.1189,0.2441,0.496
2.190000,0.4214,-0.1221,0.2961,0.529
2.195000,0.4124,-0.0839,0.2104,0.470
2.200000,0.4404,-0.0849,0.2061,0.494
2.205000,0.4205,-0.0921,0.2387,0.492
2.210000,0.3670,-0.0796,0.2328,0.442
2.215000,0.4179,-0.0805,0.2996,0.520
2.220000,0.3787,-0.0600,0.3572,0.524
2.225000,0.4155,-0.1496,0.3250,0.548
2.230000,0.3929,-0.1390,0.2650,0.494
2.235000,0.3862,-0.1591,0.2701,0.497
2.240000,0.4050,-0.0948,0.2279,0.474
2.246000,0.3719,-0.1146,0.2038,0.439
2.253000,0.3989,-0.1374,0.2840,0.509
2.256000,0.4054,-0.0934,0.2895,0.507
2.265000,0.4305,-0.0920,0.2479,0.505
2.265000,0.4112,-0.0722,0.2908,0.509
2.270000,0.3902,-0.1063,0.3292,0.522
2.275000,0.4147,-0.0808,0.2955,0.516
2.280000,0.4451,-0.1056,0.2561,0.524
2.285000,0.4231,-0.1494,0.1992,0.491
2.290000,0.4357,-0.1217,0.2428,0.513
2.295000,0.4186,-0.1176,0.2963,0.526
2.300000,0.4495,-0.1262,0.2680,0.538
2.305000,0.4118,-0.1124,0.3611,0.559
2.311000,0.3883,-0.1087,0.2607,0.480
2.315000,0.3796,-0.1354,0.3011,0.503
2.320000,0.4029,-0.0938,0.2542,0.486
2.325000,0.3980,-0.1077,0.2398,0.477
2.331000,0.3978,-0.1080,0.2216,0.468
2.336000,0.3979,-0.1220,0.2545,0.488
2.341000,0.4214,-0.1034,0.2551,0.503
2.346000,0.4075,-0.1176,0.3072,0.524
2.351000,0.4361,-0.1126,0.3024,0.542
2.355000,0.4121,-0.0841,0.2642,0.497
2.356000,0.3928,-0.1269,0.2784,0.498
2.362000,0.4400,-0.0843,0.1834,0.484
2.366000,0.3883,-0.0555,0.3437,0.522
2.371000,0.4017,-0.1025,0.3314,0.531
2.376000,0.3783,-0.1124,0.2888,0.489
2.381000,0.4057,-0.0938,0.3302,0.531
2.386000,0.3969,-0.1492,0.2845,0.511
2.394000,0.3782,-0.1039,0.2321,0.456
2.403000,0.3775,-0.1069,0.2259,0.453
2.404000,0.3822,-0.1299,0.2812,0.492
2.406000,0.4284,-0.1125,0.2510,0.509
2.436000,0.4392,-0.0935,0.3047,0.543
2.437000,0.4121,-0.0974,0.3255,0.534
2.437000,0.4105,-0.0749,0.3127,0.521
2.438000,0.3742,-0.1099,0.2802,0.480
2.438000,0.3857,-0.1119,0.2604,0.479
2.438000,0.4045,-0.0803,0.2638,0.489
2.441000,0.3876,-0.1366,0.3089,0.514
2.446000,0.3907,-0.1450,0.3298,0.531
2.451000,0.4086,-0.1320,0.2955,0.521
2.456000,0.4367,-0.1266,0.3989,0.605
2.461000,0.4256,-0.1393,0.2932,0.535
2.466000,0.4331,-0.1186,0.2569,0.517
2.471000,0.4294,-0.1123,0.2763,0.523
2.476000,0.3853,-0.0943,0.2610,0.475
2.481000,0.3809,-0.1403,0.2679,0.486
2.486000,0.4069,-0.1669,0.2818,0.522
2.492000,0.3840,-0.1134,0.2703,0.483
2.497000,0.4068,-0.1242,0.3288,0.538
2.502000,0.3883,-0.1047,0.2932,0.498
2.507000,0.3473,-0.1105,0.2455,0.439
2.511000,0.3891,-0.1621,0.2655,0.498
2.517000,0.3951,-0.1221,0.2815,0.500
2.522000,0.4159,-0.0864,0.2790,0.508
2.527000,0.3854,-0.0991,0.2742,0.483
2.538000,0.4179,-0.0683,0.2444,0.489
2.540000,0.4153,-0.1254,0.2815,0.517
2.543000,0.4512,-0.0935,0.2590,0.529
2.564000,0.4364,-0.0908,0.2668,0.519
2.565000,0.4043,-0.1118,0.2359,0.481
2.565000,0.4157,-0.1561,0.2877,0.529
2.566000,0.4348,-0.1425,0.2731,0.533
2.567000,0.4054,-0.0780,0.2769,0.497
2.571000,0.3872,-0.1155,0.3066,0.507
2.576000,0.4011,-0.1247,0.3079,0.521
2.581000,0.4440,-0.1126,0.2590,0.526
2.587000,0.4317,-0.1262,0.2855,0.533
2.591000,0.3998,-0.1056,0.2808,0.500
2.597000,0.3979,-0.0928,0.3258,0.523
2.601000,0.3595,-0.1030,0.2925,0.475
2.606000,0.4137,-0.1095,0.2792,0.511
2.611000,0.4040,-0.0985,0.1925,0.458
2.617000,0.4144,-0.0764,0.2973,0.516
2.621000,0.4143,-0.1142,0.2759,0.511
2.627000,0.4019,-0.1167,0.2717,0.499
2.631000,0.3953,-0.1034,0.2582,0.483
2.637000,0.3827,-0.1274,0.3002,0.503
2.642000,0.4214,-0.1038,0.2358,0.494
2.664000,0.3942,-0.0846,0.2501,0.474
2.667000,0.4254,-0.0779,0.2516,0.500
2.670000,0.3991,-0.1444,0.2383,0.487
2.671000,0.3924,-0.0885,0.3509,0.534
2.673000,0.4009,-0.1119,0.2983,0.512
2.674000,0.3995,-0.1138,0.3142,0.521
2.677000,0.3801,-0.1217,0.2195,0.455
2.696000,0.4002,-0.0882,0.2240,0.467
2.697000,0.3863,-0.0767,0.3118,0.502
2.698000,0.4157,-0.0913,0.3213,0.533
2.699000,0.4019,-0.0850,0.3203,0.521
2.703000,0.3973,-0.0850,0.3142,0.514
2.707000,0.3912,-0.0896,0.2546,0.475
2.711000,0.4100,-0.1513,0.2637,0.510
2.717000,0.3889,-0.1473,0.2345,0.477
2.722000,0.3754,-0.1279,0.2173,0.452
2.727000,0.4336,-0.1450,0.2301,0.512
2.732000,0.4065,-0.1281,0.2736,0.506
2.737000,0.3884,-0.1191,0.3157,0.514
2.742000,0.4298,-0.1329,0.3124,0.548
2.746000,0.4011,-0.1314,0.2933,0.514
2.752000,0.3904,-0.1253,0.2810,0.497
2.758000,0.4237,-0.1002,0.2783,0.517
2.762000,0.4088,-0.1075,0.2817,0.508
2.775000,0.4180,-0.1145,0.2595,0.505
