time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
12.828000,-0.1130,-0.5387,-0.2129,0.590
12.843000,0.0462,-0.5097,-0.3868,0.642
12.844000,0.1856,-0.5339,-0.4736,0.737
12.845000,0.2633,-0.4990,-0.5334,0.776
12.848000,0.2720,-0.4480,-0.5473,0.758
12.853000,0.3432,-0.3986,-0.5363,0.751
12.857000,0.5350,-0.3359,-0.5383,0.830
12.862000,0.6768,-0.3284,-0.4916,0.899
12.867000,0.8075,-0.3333,-0.4297,0.974
12.873000,0.9445,-0.3244,-0.3766,1.067
12.878000,1.0238,-0.2484,-0.3248,1.102
12.884000,1.0491,-0.0833,-0.2315,1.078
12.888000,1.0488,0.0527,-0.0842,1.053
12.893000,1.1320,0.0971,0.1364,1.144
12.898000,1.2330,0.0619,0.3508,1.283
12.903000,1.2485,-0.0153,0.5148,1.351
12.908000,1.2183,-0.0502,0.6227,1.369
12.913000,1.1584,-0.0685,0.6455,1.328
12.918000,1.0274,-0.1338,0.5900,1.192
12.923000,0.8146,-0.0998,0.4993,0.961
12.928000,0.5894,-0.0391,0.3654,0.695
12.931000,0.4209,-0.0559,0.2490,0.492
12.939000,0.2746,-0.1049,0.1497,0.330
12.942000,0.1504,-0.1840,0.0531,0.244
12.949000,0.1012,-0.2450,0.0210,0.266
12.957000,0.1258,-0.3294,0.0480,0.356
12.959000,0.2590,-0.4597,0.1152,0.540
12.963000,0.3560,-0.6066,0.2424,0.744
12.980000,0.3424,-0.7149,0.3879,0.882
12.981000,0.2807,-0.6784,0.3665,0.821
12.982000,0.2034,-0.6059,0.2659,0.692
12.985000,0.1211,-0.5628,0.2301,0.620
12.988000,0.0013,-0.4878,0.2293,0.539
12.993000,-0.1171,-0.4236,0.2164,0.490
12.998000,-0.1969,-0.3689,0.2141,0.470
13.003000,-0.2122,-0.3245,0.2830,0.480
13.008000,-0.2001,-0.2743,0.3345,0.477
13.013000,-0.1430,-0.1826,0.3831,0.448
13.018000,-0.0125,-0.0907,0.4327,0.442
13.023000,0.1395,-0.0143,0.4829,0.503
13.028000,0.2628,0.0326,0.5930,0.649
13.033000,0.3536,0.0186,0.7577,0.836
13.039000,0.3548,0.0459,0.9188,0.986
13.043000,0.3029,0.1531,1.0382,1.092
13.048000,0.3766,0.2152,1.1512,1.230
13.057000,0.5142,0.1887,1.2752,1.388
13.059000,0.6396,0.1528,1.3268,1.481
13.064000,0.7354,0.1879,1.2572,1.469
13.087000,0.7884,0.3207,1.1099,1.399
13.088000,0.8714,0.4878,0.8689,1.324
13.089000,0.9589,0.5831,0.6646,1.304
13.089000,1.0388,0.6107,0.5279,1.316
13.089000,1.1678,0.5629,0.4585,1.375
13.094000,1.2671,0.4856,0.4215,1.421
13.098000,1.2474,0.4217,0.4304,1.385
13.104000,1.1697,0.4430,0.4422,1.327
13.108000,0.9956,0.5691,0.4048,1.216
13.113000,0.8292,0.5948,0.3847,1.091
13.119000,0.8274,0.4546,0.3574,1.009
13.124000,0.8190,0.4326,0.2536,0.960
13.129000,0.6936,0.6677,0.1628,0.976
13.134000,0.6856,0.7261,0.1540,1.011
13.139000,0.7479,0.7481,0.1830,1.074
13.144000,0.7516,0.8148,0.2153,1.129
13.149000,0.7602,0.8437,0.2559,1.164
13.154000,0.8271,0.8685,0.2907,1.234
13.159000,0.8710,0.8875,0.4116,1.310
13.164000,0.8956,0.8413,0.5131,1.332
13.168000,0.9001,0.7791,0.5058,1.293
13.175000,0.8541,0.7243,0.5228,1.236
13.181000,0.8184,0.5701,0.4627,1.099
13.185000,0.7820,0.5053,0.3507,0.995
13.196000,0.8398,0.4496,0.2103,0.976
13.197000,0.8884,0.3894,0.0705,0.973
13.200000,0.8217,0.2107,-0.0247,0.849
13.218000,0.7496,0.0227,-0.1157,0.759
13.219000,0.6517,-0.0194,-0.2796,0.709
13.220000,0.4966,0.0391,-0.4452,0.668
13.220000,0.3334,0.2542,-0.5451,0.688
13.224000,0.1428,0.4295,-0.5485,0.711
13.228000,0.1263,0.4901,-0.4799,0.697
13.234000,0.2406,0.4290,-0.2677,0.560
13.239000,0.2860,0.4323,-0.0684,0.523
13.244000,0.1411,0.3618,-0.0084,0.388
13.249000,0.0217,0.3026,-0.0397,0.306
13.254000,-0.1250,0.3269,-0.0680,0.357
13.259000,-0.1206,0.4760,-0.0445,0.493
13.264000,-0.1435,0.6501,-0.2050,0.697
13.270000,-0.2728,0.6109,-0.3724,0.766
13.275000,-0.3311,0.6127,-0.4454,0.827
13.280000,-0.3974,0.7476,-0.3940,0.934
13.284000,-0.3489,0.7491,-0.2855,0.874
13.290000,-0.2319,0.6973,-0.1736,0.755
13.295000,-0.1017,0.4632,0.0823,0.481
13.300000,-0.0061,0.2508,0.2339,0.343
13.304000,0.0705,0.1453,0.2939,0.335
13.310000,0.1143,0.1445,0.2792,0.334
13.315000,0.1250,0.1305,0.2051,0.273
13.319000,0.0845,0.1649,0.0195,0.186
13.324000,0.0584,0.2727,-0.0598,0.285
13.330000,-0.0343,0.2692,0.0040,0.271
13.335000,-0.0947,0.1739,-0.0079,0.198
13.347000,-0.0520,0.1801,0.0809,0.204
13.348000,-0.1727,0.3016,0.0421,0.350
13.349000,-0.2794,0.3390,-0.0479,0.442
13.356000,-0.3890,0.4008,-0.1018,0.568
13.375000,-0.4287,0.5004,-0.1204,0.670
13.376000,-0.3267,0.6379,-0.0463,0.718
13.377000,-0.1262,0.6885,0.1048,0.708
13.377000,0.0354,0.7174,0.3815,0.813
13.380000,0.1565,0.7197,0.6365,0.973
13.385000,0.2881,0.7235,0.8216,1.132
13.390000,0.4052,0.6931,1.0282,1.305
13.395000,0.5029,0.6245,1.1928,1.437
13.398000,0.5080,0.5806,1.3081,1.519
13.405000,0.4748,0.5674,1.3880,1.573
13.410000,0.3943,0.5192,1.3766,1.523
13.415000,0.3738,0.4800,1.3063,1.441
13.420000,0.3700,0.3829,1.1977,1.311
13.425000,0.3584,0.1859,1.1368,1.206
13.433000,0.2753,-0.0372,1.0160,1.053
13.434000,0.2404,-0.2370,0.9471,1.005
13.443000,0.2829,-0.3641,0.7856,0.911
13.445000,0.3162,-0.4820,0.7055,0.911
13.451000,0.4046,-0.5344,0.4758,0.822
13.467000,0.4850,-0.5649,0.2826,0.796
13.468000,0.4079,-0.5356,0.1964,0.701
13.469000,0.2557,-0.4639,0.2490,0.585
13.470000,0.2350,-0.4945,0.4048,0.681
13.475000,0.2739,-0.6747,0.5788,0.930
13.480000,0.3490,-0.8437,0.7800,1.201
13.485000,0.3038,-0.8876,1.0336,1.396
13.490000,0.1611,-0.9302,1.0895,1.442
13.495000,0.0212,-0.9270,1.0894,1.431
13.500000,-0.1763,-0.8642,0.9791,1.318
13.505000,-0.3241,-0.8155,0.9115,1.265
13.510000,-0.4458,-0.8164,0.7556,1.198
13.515000,-0.4082,-0.9298,0.6583,1.210
13.520000,-0.3597,-1.0888,0.4629,1.237
13.525000,-0.3730,-1.3123,0.3546,1.410
13.530000,-0.3937,-1.2859,0.1208,1.350
13.536000,-0.5303,-1.0708,-0.0847,1.198
13.541000,-0.6049,-0.9384,-0.3779,1.179
13.545000,-0.6741,-0.8175,-0.4267,1.142
13.549000,-0.7513,-0.7143,-0.2749,1.072
13.556000,-0.7247,-0.5017,-0.0740,0.885
13.562000,-0.6869,-0.3366,0.2747,0.813
13.566000,-0.5629,-0.1883,0.7216,0.934
13.571000,-0.4447,-0.0622,1.1916,1.273
13.576000,-0.2970,-0.0088,1.5838,1.611
13.581000,-0.1202,0.0095,1.9718,1.975
13.587000,-0.0163,0.0844,2.1943,2.196
13.600000,0.1019,0.1680,2.2085,2.217
13.602000,0.2252,0.2208,2.1539,2.177
13.603000,0.2859,0.3126,2.0638,2.107
13.638000,0.2075,0.4223,1.9126,1.970
13.640000,0.1261,0.3611,1.7840,1.825
13.641000,0.0752,0.2406,1.6567,1.676
13.641000,0.1012,-0.0150,1.4660,1.470
13.643000,0.1525,-0.2289,1.1841,1.216
13.644000,0.1810,-0.3795,0.7997,0.903
13.645000,0.1261,-0.5042,0.4668,0.699
13.646000,0.1821,-0.5393,0.1667,0.593
13.646000,0.2827,-0.6228,-0.1056,0.692
13.651000,0.3678,-0.6756,-0.0944,0.775
13.658000,0.4446,-0.7065,-0.1854,0.855
13.661000,0.6163,-0.8623,-0.0983,1.064
13.666000,0.6963,-1.0135,0.0376,1.230
13.670000,0.7076,-1.0539,0.2748,1.299
13.676000,0.7622,-0.9596,0.3995,1.289
13.679000,0.6953,-0.8978,0.5621,1.267
13.686000,0.5914,-0.7499,0.7915,1.240
13.694000,0.5499,-0.6532,1.0543,1.357
13.696000,0.5658,-0.6373,1.3647,1.609
13.696000,0.5108,-0.5739,1.6562,1.826
13.700000,0.2188,-0.5249,2.0045,2.084
13.718000,-0.0710,-0.4773,2.1692,2.222
13.719000,-0.2627,-0.3376,2.4116,2.449
13.719000,-0.3459,-0.2782,2.3742,2.415
13.721000,-0.3715,-0.3721,2.3967,2.454
13.726000,-0.3772,-0.3881,2.2905,2.354
13.731000,-0.3637,-0.4136,2.1297,2.200
13.735000,-0.3628,-0.2616,1.8843,1.937
13.741000,-0.1964,-0.1465,1.6543,1.672
13.746000,0.0185,-0.1122,1.4846,1.489
13.751000,0.2406,-0.0776,1.3037,1.328
13.757000,0.3824,-0.0886,1.2722,1.331
13.761000,0.4533,-0.1706,1.1530,1.251
13.766000,0.5490,-0.2343,1.1235,1.272
13.771000,0.5530,-0.4102,0.9914,1.207
13.776000,0.5888,-0.4821,0.7852,1.093
13.782000,0.4584,-0.4583,0.5526,0.852
13.786000,0.3086,-0.4115,0.1759,0.544
13.798000,0.2964,-0.3414,-0.0868,0.460
13.799000,0.2685,-0.1717,-0.3445,0.469
13.800000,0.4145,-0.2218,-0.5452,0.720
13.805000,0.5223,-0.2679,-0.5831,0.827
13.832000,0.5507,-0.2404,-0.5809,0.836
13.833000,0.4673,-0.1354,-0.5458,0.731
13.833000,0.4166,-0.1479,-0.4860,0.657
13.834000,0.3746,-0.1159,-0.3937,0.556
13.834000,0.2731,-0.0862,-0.3112,0.423
13.835000,0.2340,-0.0661,-0.2987,0.385
13.842000,0.2028,0.0080,-0.3195,0.379
13.845000,0.1931,0.0207,-0.3434,0.395
13.852000,0.2367,-0.0095,-0.3080,0.389
13.856000,0.2026,-0.0188,-0.3073,0.369
13.862000,0.1823,-0.0464,-0.4297,0.469
13.867000,0.1234,-0.1143,-0.4091,0.442
13.872000,0.0288,-0.1831,-0.4995,0.533
13.877000,-0.0839,-0.1182,-0.6342,0.651
13.881000,-0.0873,-0.1156,-0.5990,0.616
13.885000,-0.2011,-0.1622,-0.5534,0.611
13.892000,-0.3603,-0.1646,-0.4817,0.624
13.897000,-0.3769,-0.1744,-0.3890,0.569
13.902000,-0.3443,-0.1742,-0.3097,0.495
13.906000,-0.1865,-0.1756,-0.2090,0.331
13.912000,-0.0638,-0.1574,-0.0677,0.183
13.917000,-0.0602,-0.1515,-0.0041,0.163
13.923000,-0.0414,-0.0966,0.1437,0.178
13.938000,-0.0160,-0.0316,0.1913,0.195
13.942000,-0.0459,-0.0780,0.2984,0.312
13.949000,-0.1105,-0.1868,0.4107,0.465
13.951000,-0.1794,-0.2299,0.4340,0.523
13.952000,-0.2164,-0.2536,0.4036,0.523
13.954000,-0.3275,-0.2697,0.2524,0.494
13.971000,-0.4136,-0.2266,0.1380,0.491
13.973000,-0.4702,-0.1897,-0.0086,0.507
13.975000,-0.3726,-0.2610,-0.1160,0.469
13.975000,-0.3499,-0.3565,-0.0928,0.508
13.981000,-0.3583,-0.3300,-0.1580,0.512
13.983000,-0.4018,-0.1808,-0.1172,0.456
13.986000,-0.4393,-0.0446,-0.0483,0.444
13.992000,-0.4804,0.0333,0.1198,0.496
13.997000,-0.5204,0.0573,0.3081,0.607
14.001000,-0.4634,-0.0155,0.5092,0.689
14.007000,-0.3761,-0.0799,0.6553,0.760
14.014000,-0.2258,-0.2236,0.7474,0.812
14.017000,-0.1051,-0.3842,0.7847,0.880
14.023000,-0.0504,-0.4921,0.6226,0.795
14.027000,-0.0992,-0.5494,0.3995,0.686
14.031000,-0.2007,-0.6140,0.1572,0.665
14.037000,-0.2671,-0.5769,-0.1521,0.654
14.045000,-0.2623,-0.5364,-0.4563,0.751
14.048000,-0.1667,-0.5654,-0.5099,0.779
14.053000,-0.0818,-0.5989,-0.4776,0.770
14.058000,-0.0688,-0.6216,-0.2854,0.687
14.068000,0.0041,-0.6650,-0.0758,0.669
14.072000,0.0049,-0.7301,0.1374,0.743
14.075000,-0.0731,-0.6783,0.2664,0.732
14.077000,-0.1257,-0.6225,0.3238,0.713
14.093000,-0.1043,-0.5892,0.3050,0.672
14.094000,-0.0192,-0.5824,0.2108,0.620
14.095000,0.0789,-0.5711,0.1064,0.586
14.103000,0.1083,-0.5774,0.0095,0.588
14.106000,0.1169,-0.6261,0.0151,0.637
14.107000,0.1285,-0.7078,0.0829,0.724
14.113000,0.1669,-0.8171,0.1725,0.852
14.118000,0.1836,-0.8975,0.2779,0.957
14.121000,0.1529,-1.1160,0.4437,1.211
14.128000,0.1468,-1.2847,0.5493,1.405
14.135000,0.1386,-1.3631,0.5769,1.487
14.138000,0.1732,-1.3759,0.5930,1.508
14.142000,0.1968,-1.3723,0.6250,1.521
14.148000,0.1946,-1.2761,0.7564,1.496
14.153000,0.1947,-1.1458,0.7828,1.401
14.157000,0.2941,-0.9958,0.8273,1.328
14.168000,0.4163,-0.8330,0.8896,1.288
14.170000,0.5074,-0.6954,0.8965,1.243
14.173000,0.5703,-0.5807,0.8512,1.178
14.194000,0.5490,-0.4001,0.8017,1.051
14.195000,0.4840,-0.2030,0.7034,0.878
14.196000,0.4197,-0.0672,0.5869,0.725
14.199000,0.3527,0.0899,0.4650,0.591
14.199000,0.3339,0.1658,0.3241,0.494
14.202000,0.4277,0.1434,0.2667,0.524
14.208000,0.5280,0.1034,0.2170,0.580
14.212000,0.5704,0.1521,0.2182,0.629
14.218000,0.6080,0.1672,0.2719,0.687
14.229000,0.5962,0.1891,0.3175,0.701
14.231000,0.6098,0.1566,0.4086,0.751
14.235000,0.6273,0.1336,0.4745,0.798
14.238000,0.6778,0.0866,0.4772,0.833
14.243000,0.6924,0.0449,0.4804,0.844
14.247000,0.6889,-0.0052,0.5034,0.853
14.259000,0.7679,0.0257,0.5067,0.920
14.262000,0.8421,0.1382,0.5605,1.021
14.263000,0.8869,0.2199,0.6553,1.124
14.267000,0.9149,0.2113,0.8133,1.242
14.273000,0.8913,0.1512,0.9882,1.339
14.277000,0.8218,0.0061,1.1026,1.375
14.283000,0.6682,-0.1471,1.1478,1.336
14.292000,0.4766,-0.2393,1.0862,1.210
14.293000,0.3101,-0.3286,0.9672,1.068
14.301000,0.2170,-0.4113,0.7192,0.856
14.309000,0.1513,-0.4595,0.3711,0.610
14.309000,0.0375,-0.5046,-0.0168,0.506
14.323000,-0.0414,-0.5104,-0.3574,0.624
14.324000,-0.0852,-0.4852,-0.6155,0.788
14.327000,-0.0943,-0.4353,-0.7778,0.896
14.328000,-0.1098,-0.2714,-0.8341,0.884
14.333000,-0.1845,-0.1406,-0.7574,0.792
14.337000,-0.2473,-0.0434,-0.5921,0.643
14.342000,-0.2593,0.1356,-0.3334,0.444
14.353000,-0.2097,0.3508,0.0311,0.410
14.356000,-0.0800,0.5619,0.4232,0.708
14.359000,0.1596,0.7425,0.8149,1.114
14.362000,0.4485,0.8282,1.1996,1.525
14.368000,0.7016,0.8168,1.5183,1.861
14.373000,0.8973,0.8337,1.7232,2.114
14.385000,1.0336,0.8728,1.7890,2.243
14.388000,1.0784,0.8665,1.7558,2.235
14.390000,1.0854,0.8555,1.6291,2.136
14.393000,1.0990,0.8347,1.4334,1.990
14.398000,1.1024,0.7974,1.1716,1.795
14.403000,1.0986,0.7115,0.8890,1.582
14.407000,1.0840,0.5799,0.6086,1.372
14.418000,1.0874,0.4490,0.2925,1.212
14.421000,1.0762,0.3191,-0.0137,1.123
14.423000,1.0521,0.2739,-0.3497,1.142
14.428000,1.0186,0.3310,-0.6555,1.256
14.436000,0.9891,0.4002,-0.8143,1.342
14.438000,0.9490,0.4721,-0.8802,1.378
14.443000,0.9357,0.5353,-0.8729,1.387
14.449000,0.9877,0.5201,-0.7103,1.323
14.453000,1.0668,0.4881,-0.5339,1.289
14.458000,1.0688,0.4973,-0.3693,1.235
14.463000,0.9485,0.5991,-0.2249,1.144
14.469000,0.7766,0.7004,-0.1512,1.057
14.473000,0.6293,0.7250,-0.0574,0.962
14.478000,0.5417,0.7659,0.0053,0.938
14.483000,0.4869,0.7758,0.0137,0.916
14.488000,0.4343,0.7861,-0.0002,0.898
14.493000,0.4276,0.8158,-0.0188,0.921
14.498000,0.4210,0.8117,-0.0317,0.915
14.503000,0.4234,0.7851,-0.0195,0.892
14.508000,0.3870,0.6963,0.0324,0.797
14.513000,0.3016,0.5902,0.1075,0.671
14.518000,0.1856,0.5920,0.1282,0.634
14.524000,0.1075,0.6495,0.2151,0.693
14.530000,0.1806,0.6764,0.2651,0.749
14.534000,0.3884,0.6278,0.3030,0.798
14.539000,0.6662,0.4731,0.4367,0.927
14.544000,0.9046,0.3918,0.5266,1.118
14.549000,0.9832,0.3877,0.6044,1.218
14.554000,0.9992,0.3151,0.6612,1.239
14.559000,0.9580,0.3438,0.6381,1.201
14.570000,0.8409,0.3404,0.5800,1.077
14.572000,0.6632,0.3314,0.5130,0.902
14.575000,0.4477,0.3188,0.4565,0.715
14.585000,0.2925,0.3256,0.4112,0.601
14.585000,0.1202,0.3725,0.3553,0.529
14.595000,0.0581,0.4281,0.3265,0.542
14.597000,0.0694,0.4491,0.3525,0.575
14.599000,0.0857,0.4567,0.4301,0.633
14.604000,0.0039,0.5059,0.5619,0.756
14.608000,-0.0634,0.4958,0.6824,0.846
14.614000,-0.1301,0.5100,0.7645,0.928
14.619000,-0.1480,0.5398,0.8234,0.996
14.624000,-0.0947,0.4690,0.8885,1.009
14.630000,-0.1157,0.3731,0.8552,0.940
14.634000,-0.1364,0.2870,0.7161,0.783
14.639000,-0.1504,0.2200,0.4789,0.548
14.644000,-0.1684,0.2291,0.2570,0.383
14.649000,-0.1927,0.3032,0.0673,0.366
14.654000,-0.2087,0.2905,-0.0676,0.364
14.659000,-0.2253,0.2191,-0.1091,0.333
14.664000,-0.2512,0.2055,-0.1153,0.344
14.669000,-0.2852,0.1877,-0.0355,0.343
14.674000,-0.3514,0.1891,0.0828,0.408
14.679000,-0.4196,0.2348,0.2297,0.533
14.684000,-0.4062,0.1879,0.3983,0.599
14.689000,-0.3398,0.0915,0.5716,0.671
14.694000,-0.1872,-0.0114,0.7240,0.748
14.702000,0.0584,-0.1465,0.7909,0.806
14.704000,0.2578,-0.3263,0.7957,0.898
14.709000,0.3400,-0.3932,0.7668,0.926
14.714000,0.3020,-0.4231,0.6590,0.839
14.722000,0.1609,-0.4246,0.5499,0.713
14.724000,-0.0536,-0.3412,0.3544,0.495
14.730000,-0.2905,-0.1680,0.1939,0.388
14.734000,-0.4954,0.0261,0.1324,0.513
14.739000,-0.6352,0.1043,0.2112,0.677
14.744000,-0.6311,0.1051,0.3863,0.747
14.749000,-0.4065,0.0215,0.6246,0.746
14.754000,-0.2142,-0.0496,0.8793,0.906
14.759000,-0.0024,-0.0239,1.0749,1.075
14.765000,0.1787,-0.0453,1.1852,1.199
14.769000,0.2940,-0.1017,1.2000,1.240
14.774000,0.3276,-0.0745,1.1791,1.226
14.779000,0.3398,-0.0271,1.2379,1.284
14.785000,0.2328,0.0562,1.2292,1.252
14.790000,0.1291,0.1175,1.1518,1.165
14.796000,0.0991,0.0461,1.1474,1.153
14.800000,0.1234,-0.0444,1.1996,1.207
14.805000,0.2303,-0.0276,1.1078,1.132
14.810000,0.3681,0.0074,0.9705,1.038
14.814000,0.4452,0.0510,0.8746,0.983
14.825000,0.3497,0.1725,0.7157,0.815
14.826000,0.2491,0.2042,0.6337,0.711
14.831000,0.0806,0.2346,0.5573,0.610
14.861000,-0.0565,0.2793,0.4452,0.529
14.861000,-0.1632,0.3328,0.3498,0.510
14.862000,-0.3239,0.3836,0.1944,0.538
14.862000,-0.5394,0.4667,0.0696,0.717
14.862000,-0.6190,0.4858,-0.0672,0.790
14.862000,-0.7031,0.4373,-0.2367,0.861
14.865000,-0.7578,0.3461,-0.3688,0.911
14.869000,-0.7894,0.2585,-0.4863,0.963
14.875000,-0.7457,0.1360,-0.5710,0.949
14.880000,-0.5336,-0.1200,-0.6759,0.869
14.885000,-0.3428,-0.2252,-0.8107,0.909
14.890000,-0.2927,-0.3708,-0.9765,1.085
14.895000,-0.2529,-0.4203,-1.1091,1.213
14.900000,-0.1867,-0.4345,-1.1011,1.198
14.905000,-0.1723,-0.4365,-1.1173,1.212
14.910000,-0.1166,-0.4278,-1.0334,1.125
14.915000,-0.1871,-0.4314,-0.8155,0.941
14.920000,-0.2358,-0.3666,-0.6329,0.768
14.925000,-0.2314,-0.3126,-0.4104,0.565
14.930000,-0.3142,-0.1698,-0.2080,0.413
14.935000,-0.3510,-0.0622,-0.0663,0.363
14.940000,-0.3201,-0.0344,0.0351,0.324
14.945000,-0.2473,-0.0328,0.1736,0.304
14.954000,-0.1590,0.0014,0.2356,0.284
14.955000,-0.1948,0.0355,0.2833,0.346
14.960000,-0.2358,0.1471,0.2137,0.351
14.965000,-0.2191,0.2016,0.2084,0.363
14.971000,-0.1953,0.3258,0.2441,0.451
14.975000,-0.1092,0.3758,0.3053,0.496
14.980000,0.0639,0.3620,0.4138,0.553
14.985000,0.2243,0.1921,0.6001,0.669
14.990000,0.3646,0.1428,0.6770,0.782
14.994000,0.3553,0.1317,0.7449,0.836
15.000000,0.2889,0.1215,0.6429,0.715
15.005000,0.2809,0.1566,0.5039,0.598
15.010000,0.2379,0.2858,0.2220,0.433
15.015000,0.2871,0.3747,-0.0696,0.477
15.020000,0.3380,0.4137,-0.4269,0.684
15.025000,0.4333,0.4421,-0.5317,0.816
15.030000,0.4610,0.4409,-0.6252,0.893
15.035000,0.5071,0.4702,-0.5861,0.906
15.040000,0.4675,0.5374,-0.5219,0.883
15.045000,0.4368,0.5225,-0.4096,0.795
15.050000,0.3924,0.4936,-0.3496,0.721
15.055000,0.4595,0.4563,-0.2216,0.684
15.060000,0.5507,0.4560,-0.2648,0.762
15.065000,0.6718,0.4788,-0.3187,0.884
15.070000,0.6852,0.5235,-0.4242,0.961
15.076000,0.6801,0.5397,-0.5481,1.027
15.081000,0.6736,0.5620,-0.6557,1.095
15.089000,0.5731,0.6957,-0.6082,1.087
15.092000,0.5021,0.6700,-0.5737,1.015
15.095000,0.5958,0.7715,-0.3833,1.047
15.105000,0.6789,0.8003,-0.2927,1.090
15.105000,0.8214,0.6568,-0.0020,1.052
15.105000,0.9737,0.5995,0.1127,1.149
15.110000,1.1030,0.3301,0.1368,1.159
15.115000,1.2217,0.2215,0.0985,1.246
15.120000,1.1503,0.2071,-0.1239,1.175
15.125000,0.9179,0.2430,-0.2734,0.988
15.130000,0.5858,0.2461,-0.4121,0.757
15.135000,0.2658,0.2483,-0.6298,0.727
15.140000,0.0573,0.3297,-0.7242,0.798
15.145000,-0.0283,0.2751,-0.7919,0.839
15.150000,-0.0781,0.3185,-0.8772,0.937
15.155000,-0.0218,0.3342,-0.7980,0.865
15.161000,0.0750,0.2993,-0.6893,0.755
15.165000,0.1691,0.2585,-0.6480,0.718
15.170000,0.1187,0.2044,-0.4919,0.546
15.175000,0.0024,0.3214,-0.3974,0.511
15.182000,-0.1346,0.4975,-0.2707,0.582
15.187000,-0.1872,0.5595,-0.1822,0.617
15.192000,-0.0874,0.6405,-0.1097,0.656
15.197000,-0.0001,0.5405,-0.0603,0.544
15.200000,0.0765,0.4269,-0.0259,0.434
15.207000,0.1163,0.3256,-0.1073,0.362
15.211000,0.0868,0.3262,-0.1672,0.377
15.217000,0.0733,0.2689,-0.3428,0.442
15.222000,0.0392,0.3143,-0.4896,0.583
15.225000,0.0547,0.3269,-0.5589,0.650
15.230000,0.0619,0.2927,-0.6253,0.693
15.244000,-0.0017,0.2074,-0.5324,0.571
15.247000,-0.0307,0.0925,-0.4269,0.438
15.249000,0.0473,-0.0027,-0.3048,0.308
15.263000,0.1237,-0.2354,-0.1893,0.326
15.264000,0.1475,-0.3311,-0.1427,0.390
15.264000,-0.0297,-0.3614,-0.1257,0.384
15.266000,-0.0624,-0.2544,-0.1199,0.288
15.280000,-0.1056,-0.2346,-0.0983,0.275
15.281000,-0.1148,-0.1988,0.0260,0.231
15.282000,-0.2343,-0.2079,0.0852,0.325
15.287000,-0.2581,-0.1487,0.2284,0.375
15.291000,-0.1446,-0.1393,0.3652,0.417
15.296000,-0.0779,-0.1062,0.5153,0.532
15.301000,0.0403,-0.1656,0.7131,0.733
15.306000,0.0307,-0.2045,0.9184,0.941
15.311000,0.0512,-0.2373,0.9610,0.991
15.316000,-0.0237,-0.2708,0.9713,1.009
15.322000,-0.1339,-0.3374,0.8679,0.941
15.327000,-0.1830,-0.3945,0.7439,0.862
15.332000,-0.2646,-0.5166,0.5518,0.801
15.347000,-0.3161,-0.5920,0.3426,0.753
15.348000,-0.3685,-0.6226,0.1722,0.744
15.348000,-0.4738,-0.6448,0.0217,0.800
15.352000,-0.6283,-0.6332,-0.1027,0.898
15.382000,-0.7903,-0.7303,-0.0695,1.078
15.383000,-0.7745,-0.7167,0.0089,1.055
15.385000,-0.6354,-0.7623,0.1676,1.006
15.387000,-0.4723,-0.7352,0.3170,0.930
15.388000,-0.2988,-0.7236,0.5486,0.956
15.388000,-0.1753,-0.7048,0.7097,1.015
15.388000,-0.1322,-0.7537,0.9396,1.212
15.392000,-0.1510,-0.6993,1.0561,1.276
15.397000,-0.2262,-0.6398,1.1411,1.328
15.402000,-0.3545,-0.4410,1.1557,1.287
15.407000,-0.4418,-0.1281,1.1174,1.208
15.412000,-0.4673,0.0603,1.1071,1.203
15.417000,-0.3024,0.0597,1.0665,1.110
15.422000,-0.0512,0.0685,1.0732,1.077
15.427000,0.1650,0.1661,1.0935,1.118
15.432000,0.2601,0.4506,1.0615,1.182
15.440000,0.2265,0.7085,1.0612,1.296
15.441000,0.3253,0.8302,1.0212,1.356
15.447000,0.4533,0.7895,1.0651,1.401
15.452000,0.4517,0.7397,1.0015,1.324
15.458000,0.5273,0.7778,0.9205,1.315
15.462000,0.5256,0.8233,0.7247,1.216
15.468000,0.6182,0.8435,0.5074,1.162
15.473000,0.6454,0.8419,0.2693,1.094
15.476000,0.6401,0.8453,0.2206,1.083
15.481000,0.6699,0.7217,0.2272,1.011
15.496000,0.6639,0.5780,0.3071,0.932
15.498000,0.6714,0.3799,0.3481,0.846
15.500000,0.6779,0.1189,0.3490,0.772
15.503000,0.6181,0.0615,0.3001,0.690
15.529000,0.5105,0.0430,0.2267,0.560
15.530000,0.3497,0.0965,0.1710,0.401
15.531000,0.1880,0.1476,0.1404,0.277
15.531000,0.0503,0.2429,0.1771,0.305
15.532000,0.0731,0.2316,0.2396,0.341
15.532000,0.1625,0.1065,0.3816,0.428
15.536000,0.2389,-0.0599,0.5785,0.629
15.543000,0.2899,-0.1684,0.6858,0.763
15.547000,0.3032,-0.2639,0.7516,0.852
15.553000,0.2937,-0.3126,0.6988,0.820
15.559000,0.0638,-0.2035,0.6734,0.706
15.563000,-0.2178,-0.0892,0.7396,0.776
15.568000,-0.2539,-0.0701,0.7701,0.814
15.573000,-0.2383,-0.0939,0.8056,0.845
15.578000,-0.2075,-0.1256,0.9218,0.953
15.583000,-0.2086,-0.1122,0.9226,0.952
15.589000,-0.1606,-0.0371,0.9123,0.927
15.592000,0.0485,0.0232,0.8775,0.879
