time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.273000,-0.0717,0.3871,0.3236,0.510
0.278000,-0.0444,0.3817,0.3033,0.490
0.283000,-0.0399,0.4010,0.3111,0.509
0.288000,-0.0335,0.4036,0.3227,0.518
0.293000,-0.0759,0.3802,0.3323,0.511
0.298000,-0.0297,0.3848,0.3307,0.508
0.303000,-0.0490,0.3880,0.3296,0.512
0.308000,-0.0712,0.3738,0.2967,0.483
0.313000,-0.0563,0.3766,0.3230,0.499
0.318000,-0.0648,0.3535,0.2656,0.447
0.323000,-0.0912,0.3814,0.3264,0.510
0.328000,-0.0948,0.4040,0.2854,0.504
0.333000,-0.0540,0.4147,0.2483,0.486
0.338000,-0.0512,0.4101,0.3039,0.513
0.343000,-0.0371,0.4254,0.3036,0.524
0.348000,-0.0555,0.4174,0.3102,0.523
0.355000,-0.0574,0.3770,0.3188,0.497
0.358000,-0.0271,0.3745,0.3340,0.503
0.363000,-0.0512,0.3923,0.2976,0.495
0.368000,-0.0780,0.3667,0.3197,0.493
0.373000,-0.0662,0.3856,0.3413,0.519
0.378000,-0.0527,0.4288,0.3816,0.576
0.383000,-0.0773,0.3906,0.3185,0.510
0.389000,-0.0783,0.4035,0.2899,0.503
0.393000,-0.0572,0.4040,0.3385,0.530
0.399000,-0.0535,0.3950,0.3115,0.506
0.403000,-0.0518,0.3869,0.3213,0.506
0.408000,-0.0570,0.3872,0.3245,0.508
0.413000,-0.0599,0.3886,0.2839,0.485
0.418000,-0.0695,0.3952,0.2903,0.495
0.423000,-0.0609,0.3981,0.2846,0.493
0.428000,-0.0517,0.3849,0.2867,0.483
0.433000,-0.0435,0.4079,0.2688,0.490
0.438000,-0.0789,0.3904,0.3123,0.506
0.443000,-0.0885,0.3843,0.3137,0.504
0.448000,-0.0678,0.3766,0.3327,0.507
0.453000,-0.0692,0.3733,0.3268,0.501
0.458000,-0.0521,0.3937,0.2871,0.490
0.464000,-0.0469,0.3975,0.2753,0.486
0.468000,-0.0567,0.3880,0.3329,0.514
0.474000,-0.0632,0.3875,0.3293,0.512
0.479000,-0.0588,0.4169,0.2983,0.516
0.484000,-0.0738,0.3926,0.2975,0.498
0.489000,-0.0571,0.4062,0.2767,0.495
0.494000,-0.0442,0.4091,0.3079,0.514
0.499000,-0.0339,0.3716,0.2925,0.474
0.504000,-0.0505,0.3824,0.2794,0.476
0.509000,-0.0738,0.3929,0.2717,0.483
0.514000,-0.0557,0.3656,0.3010,0.477
0.518000,-0.0674,0.3976,0.3484,0.533
0.524000,-0.0636,0.4099,0.3195,0.524
0.529000,-0.0477,0.3985,0.3088,0.506
0.534000,-0.0402,0.4185,0.3057,0.520
0.539000,-0.0449,0.4174,0.3363,0.538
0.544000,-0.0593,0.4048,0.3490,0.538
0.549000,-0.0594,0.3943,0.3053,0.502
0.554000,-0.0582,0.3828,0.2790,0.477
0.559000,-0.0631,0.3874,0.3133,0.502
0.564000,-0.0401,0.3710,0.3254,0.495
0.569000,-0.0332,0.3769,0.3236,0.498
0.574000,-0.0659,0.3711,0.3132,0.490
0.579000,-0.0732,0.3682,0.3118,0.488
0.584000,-0.0730,0.4030,0.3228,0.521
0.589000,-0.0577,0.4164,0.3141,0.525
0.594000,-0.0517,0.4044,0.2950,0.503
0.600000,-0.0706,0.4006,0.2972,0.504
0.604000,-0.0580,0.3977,0.3163,0.512
0.609000,-0.0436,0.4121,0.3302,0.530
0.614000,-0.0615,0.4165,0.3476,0.546
0.619000,-0.0693,0.3817,0.3219,0.504
0.624000,-0.0338,0.3778,0.3069,0.488
0.629000,-0.0461,0.3931,0.3098,0.503
0.634000,-0.0896,0.4034,0.3444,0.538
0.639000,-0.0755,0.4228,0.3697,0.567
0.644000,-0.0526,0.3815,0.3155,0.498
0.649000,-0.0553,0.3843,0.2971,0.489
0.654000,-0.0400,0.4450,0.3352,0.559
0.660000,-0.0487,0.4241,0.3413,0.547
0.660000,-0.0692,0.3721,0.3125,0.491
0.664000,-0.0425,0.3995,0.3425,0.528
0.670000,-0.0335,0.4058,0.3605,0.544
0.674000,-0.0502,0.3699,0.3321,0.500
0.679000,-0.0575,0.3938,0.3130,0.506
0.684000,-0.0527,0.4084,0.3222,0.523
0.689000,-0.0499,0.3941,0.3253,0.513
0.695000,-0.0522,0.4105,0.3150,0.520
0.700000,-0.0521,0.4046,0.3250,0.522
0.704000,-0.0660,0.3866,0.3062,0.498
0.710000,-0.0764,0.3968,0.2937,0.499
0.715000,-0.0605,0.3876,0.3030,0.496
0.720000,-0.0543,0.3598,0.2970,0.470
0.724000,-0.0714,0.3794,0.3222,0.503
0.730000,-0.0858,0.4077,0.3302,0.532
0.734000,-0.0693,0.4067,0.2888,0.504
0.739000,-0.0519,0.4104,0.3221,0.524
0.749000,-0.0692,0.4128,0.3476,0.544
0.750000,-0.0787,0.4188,0.3215,0.534
0.755000,-0.0819,0.3932,0.3100,0.507
0.759000,-0.0581,0.4101,0.3047,0.514
0.765000,-0.0440,0.4034,0.3061,0.508
0.769000,-0.0601,0.3596,0.3249,0.488
0.774000,-0.0560,0.3396,0.3166,0.468
0.780000,-0.0485,0.3767,0.3037,0.486
0.785000,-0.0397,0.3898,0.3112,0.500
0.789000,-0.0397,0.3805,0.3148,0.495
0.795000,-0.0426,0.3944,0.2869,0.490
0.800000,-0.0375,0.3977,0.2873,0.492
0.805000,-0.0481,0.4211,0.3212,0.532
0.810000,-0.0393,0.4134,0.3082,0.517
0.815000,-0.0300,0.3767,0.3022,0.484
0.820000,-0.0512,0.3877,0.3393,0.518
0.825000,-0.0751,0.3923,0.3050,0.503
0.830000,-0.0744,0.3916,0.2738,0.484
0.835000,-0.0473,0.3744,0.2814,0.471
0.840000,-0.0470,0.3997,0.2638,0.481
0.845000,-0.0519,0.3934,0.3090,0.503
0.850000,-0.0551,0.3950,0.3315,0.519
0.857000,-0.0483,0.3998,0.3362,0.525
0.860000,-0.0249,0.3636,0.3392,0.498
0.865000,-0.0408,0.3674,0.3233,0.491
0.870000,-0.0354,0.3857,0.2996,0.490
0.875000,-0.0483,0.4120,0.3005,0.512
0.880000,-0.0657,0.4161,0.2913,0.512
0.885000,-0.0580,0.4019,0.3083,0.510
0.890000,-0.0490,0.3860,0.3275,0.509
0.895000,-0.0760,0.3871,0.3040,0.498
0.900000,-0.0562,0.4155,0.3059,0.519
0.905000,-0.0737,0.4138,0.2974,0.515
0.910000,-0.0750,0.3818,0.2804,0.480
0.915000,-0.0465,0.3721,0.3249,0.496
0.920000,-0.0513,0.4070,0.3219,0.521
0.925000,-0.0453,0.3861,0.2879,0.484
0.930000,-0.0240,0.3893,0.3090,0.498
0.935000,-0.0515,0.4084,0.3118,0.516
0.940000,-0.0551,0.4125,0.3219,0.526
0.945000,-0.0510,0.3898,0.3258,0.511
0.950000,-0.0574,0.3818,0.3429,0.516
0.955000,-0.0275,0.3884,0.3107,0.498
0.960000,-0.0405,0.3956,0.2789,0.486
0.965000,-0.0622,0.3689,0.3214,0.493
0.970000,-0.0293,0.3843,0.3584,0.526
0.975000,-0.0099,0.3684,0.3459,0.505
0.981000,-0.0466,0.3884,0.3167,0.503
0.985000,-0.0596,0.4095,0.3174,0.522
0.991000,-0.0416,0.4133,0.3280,0.529
0.996000,-0.0749,0.4195,0.3594,0.557
1.000000,-0.0964,0.3699,0.3104,0.492
1.005000,-0.0843,0.3904,0.2957,0.497
1.010000,-0.0730,0.4144,0.3404,0.541
1.016000,-0.0673,0.4192,0.3104,0.526
1.025000,-0.0259,0.3950,0.3457,0.526
1.027000,-0.0167,0.4180,0.3097,0.520
1.031000,-0.0489,0.4005,0.3428,0.529
1.036000,-0.0716,0.4135,0.3201,0.528
1.041000,-0.0717,0.3895,0.3022,0.498
1.046000,-0.0576,0.3968,0.2949,0.498
1.055000,-0.0514,0.4135,0.3035,0.515
1.057000,-0.0579,0.4183,0.2962,0.516
1.061000,-0.0347,0.3891,0.3007,0.493
1.066000,-0.0398,0.4304,0.3099,0.532
1.071000,-0.0399,0.3997,0.2892,0.495
1.076000,-0.0669,0.3731,0.2850,0.474
1.085000,-0.0644,0.3832,0.2972,0.489
1.087000,-0.0492,0.3765,0.3000,0.484
1.091000,-0.0725,0.3684,0.2952,0.478
1.096000,-0.0631,0.3778,0.2904,0.481
1.102000,-0.0797,0.3682,0.2866,0.473
1.106000,-0.1007,0.3724,0.2886,0.482
1.115000,-0.0490,0.4089,0.3038,0.512
1.116000,-0.0631,0.3759,0.3234,0.500
1.121000,-0.0790,0.3972,0.2898,0.498
1.126000,-0.0333,0.3815,0.3432,0.514
1.131000,-0.0458,0.3538,0.3376,0.491
1.136000,-0.0814,0.3902,0.3194,0.511
1.146000,-0.0657,0.4136,0.2807,0.504
1.148000,-0.0640,0.4160,0.3202,0.529
1.151000,-0.0594,0.4159,0.3226,0.530
1.156000,-0.0844,0.3637,0.3306,0.499
1.161000,-0.1151,0.3905,0.3106,0.512
1.166000,-0.0476,0.3499,0.3083,0.469
1.177000,-0.0487,0.3893,0.3000,0.494
1.178000,-0.0355,0.3838,0.3180,0.500
1.181000,-0.0526,0.3819,0.3030,0.490
1.187000,-0.0597,0.4139,0.2901,0.509
1.191000,-0.0661,0.3887,0.3086,0.501
1.196000,-0.0110,0.4054,0.2943,0.501
1.207000,-0.0563,0.3833,0.2735,0.474
1.209000,-0.0760,0.3968,0.2410,0.470
1.211000,-0.0443,0.3809,0.3758,0.537
1.216000,-0.0598,0.4068,0.3233,0.523
1.221000,-0.0808,0.3631,0.2771,0.464
1.226000,-0.0763,0.4352,0.2833,0.525
1.237000,-0.0457,0.3793,0.3363,0.509
1.238000,-0.0652,0.4043,0.3747,0.555
1.241000,-0.0233,0.4001,0.2759,0.487
1.246000,-0.0662,0.4011,0.3068,0.509
1.251000,-0.0635,0.4086,0.3130,0.519
1.256000,-0.0417,0.3990,0.2919,0.496
1.261000,-0.0758,0.3917,0.2985,0.498
1.269000,-0.0290,0.4008,0.3130,0.509
1.271000,-0.0391,0.3670,0.2457,0.443
1.276000,-0.0509,0.4258,0.3218,0.536
1.281000,-0.0355,0.3956,0.3379,0.521
1.287000,-0.0619,0.3530,0.3195,0.480
1.292000,-0.0608,0.3730,0.3113,0.490
1.301000,-0.0504,0.4008,0.3180,0.514
1.302000,-0.0898,0.4109,0.2903,0.511
1.306000,-0.0762,0.3626,0.3450,0.506
1.312000,-0.0765,0.3803,0.3567,0.527
1.317000,-0.0819,0.3782,0.3230,0.504
1.322000,-0.0945,0.4224,0.2883,0.520
1.332000,-0.0711,0.4002,0.3194,0.517
1.333000,-0.0535,0.4079,0.3017,0.510
1.337000,-0.0675,0.3763,0.3175,0.497
1.342000,-0.0667,0.3911,0.3671,0.541
1.347000,-0.0488,0.4200,0.3392,0.542
1.352000,-0.0723,0.4510,0.3337,0.566
1.364000,-0.0853,0.4002,0.3009,0.508
1.364000,-0.0487,0.4232,0.2961,0.519
1.368000,-0.0814,0.4089,0.2862,0.506
1.372000,-0.0675,0.3902,0.2582,0.473
1.377000,-0.0721,0.3946,0.2772,0.488
1.382000,-0.0531,0.3619,0.2869,0.465
1.393000,-0.0294,0.4237,0.3154,0.529
1.396000,-0.0675,0.4237,0.2963,0.521
1.397000,-0.0341,0.4095,0.2677,0.490
1.402000,-0.0197,0.4333,0.3627,0.565
1.407000,-0.0577,0.4097,0.3207,0.523
1.412000,-0.0770,0.3620,0.3580,0.515
1.425000,-0.0348,0.3943,0.2597,0.473
1.427000,-0.0388,0.3854,0.2861,0.482
1.428000,-0.0762,0.4038,0.3007,0.509
1.434000,-0.0631,0.3673,0.2871,0.470
1.438000,-0.0719,0.3989,0.3145,0.513
1.443000,-0.0630,0.4139,0.3386,0.538
1.448000,-0.0722,0.3775,0.3578,0.525
1.459000,-0.0177,0.4127,0.3035,0.513
1.460000,-0.0654,0.4007,0.3102,0.511
1.463000,-0.0587,0.3956,0.3380,0.524
1.473000,-0.0717,0.3818,0.2986,0.490
1.474000,-0.0498,0.3855,0.2828,0.481
1.479000,-0.0799,0.4220,0.2639,0.504
1.507000,-0.0414,0.4249,0.2987,0.521
1.509000,-0.0655,0.3848,0.2967,0.490
1.509000,-0.0585,0.4352,0.3052,0.535
1.510000,-0.0444,0.3729,0.3059,0.484
1.510000,-0.0698,0.3943,0.3192,0.512
1.511000,-0.1116,0.4010,0.3027,0.515
1.513000,-0.0538,0.3575,0.2924,0.465
1.518000,-0.0484,0.3798,0.2960,0.484
1.523000,-0.0834,0.3866,0.3312,0.516
1.529000,-0.0738,0.3653,0.3260,0.495
1.535000,-0.0336,0.3932,0.3337,0.517
1.538000,-0.0424,0.4049,0.2659,0.486
1.543000,-0.0697,0.3757,0.3223,0.500
1.548000,-0.0387,0.4147,0.2830,0.504
1.553000,-0.0260,0.3734,0.2900,0.473
1.559000,-0.0461,0.4097,0.2408,0.477
1.563000,-0.0867,0.4444,0.2762,0.530
1.574000,-0.0581,0.3810,0.2820,0.478
1.575000,-0.0491,0.4089,0.3112,0.516
1.578000,-0.0607,0.4102,0.3280,0.529
1.584000,-0.0834,0.4097,0.3132,0.522
1.598000,-0.0536,0.3642,0.2942,0.471
1.600000,-0.0607,0.4433,0.2997,0.539
1.600000,-0.0629,0.4166,0.2888,0.511
1.603000,-0.0753,0.4301,0.2908,0.525
1.608000,-0.0733,0.3686,0.3484,0.512
1.613000,-0.0563,0.3932,0.3020,0.499
1.618000,-0.0895,0.3919,0.3479,0.532
1.623000,-0.0643,0.4544,0.2583,0.527
1.628000,-0.0461,0.3753,0.3746,0.532
1.633000,-0.0594,0.4285,0.3262,0.542
1.638000,-0.0311,0.3920,0.2909,0.489
1.643000,-0.0361,0.3578,0.2710,0.450
1.648000,-0.0703,0.4195,0.2754,0.507
1.653000,-0.0773,0.3836,0.2225,0.450
1.658000,-0.0774,0.3995,0.2802,0.494
1.663000,-0.0697,0.4058,0.3119,0.516
1.670000,-0.0369,0.3902,0.3155,0.503
1.674000,-0.0563,0.3675,0.3040,0.480
1.679000,-0.0478,0.4009,0.3088,0.508
1.684000,-0.0668,0.3651,0.3184,0.489
1.690000,-0.0766,0.4179,0.2976,0.519
1.695000,-0.0666,0.3858,0.3142,0.502
1.699000,-0.0786,0.4140,0.3316,0.536
1.704000,-0.0341,0.4143,0.3534,0.546
1.709000,-0.0760,0.3960,0.2955,0.500
1.714000,-0.0958,0.3916,0.2883,0.496
1.726000,-0.0417,0.4100,0.2916,0.505
1.734000,-0.0691,0.3934,0.3209,0.512
1.735000,-0.0277,0.3941,0.3628,0.536
1.735000,-0.0688,0.4254,0.3258,0.540
1.757000,-0.0767,0.4061,0.2674,0.492
1.758000,-0.0445,0.3931,0.2749,0.482
1.758000,-0.0457,0.3917,0.2999,0.495
1.759000,-0.0671,0.3809,0.2988,0.489
1.759000,-0.0626,0.3804,0.2928,0.484
1.764000,-0.0943,0.3993,0.2810,0.497
1.769000,-0.0753,0.3949,0.2878,0.494
1.774000,-0.0392,0.4015,0.2776,0.490
1.779000,-0.0579,0.3915,0.3316,0.516
1.784000,-0.0614,0.3794,0.2880,0.480
1.789000,-0.0622,0.4042,0.2697,0.490
1.794000,-0.0874,0.4183,0.2621,0.501
1.800000,-0.0664,0.4058,0.2921,0.504
1.805000,-0.0776,0.4103,0.2720,0.498
1.809000,-0.0640,0.3807,0.2850,0.480
1.814000,-0.0406,0.4103,0.2997,0.510
1.825000,-0.0614,0.4019,0.3378,0.529
1.827000,-0.0367,0.3837,0.3007,0.489
1.829000,-0.0437,0.3972,0.2937,0.496
1.834000,-0.0641,0.3719,0.3110,0.489
1.851000,-0.0589,0.3893,0.3024,0.496
1.852000,-0.0739,0.3818,0.2768,0.477
1.853000,-0.0573,0.3743,0.3420,0.510
1.856000,-0.0319,0.4145,0.3166,0.523
1.861000,-0.0640,0.3949,0.3284,0.518
1.864000,-0.0766,0.3915,0.2949,0.496
1.869000,-0.0955,0.3994,0.2897,0.503
1.874000,-0.0659,0.4121,0.3011,0.515
1.879000,-0.0540,0.4032,0.3324,0.525
1.884000,-0.0527,0.4045,0.3334,0.527
1.889000,-0.0463,0.3971,0.3189,0.511
1.894000,-0.0632,0.4397,0.3370,0.558
1.899000,-0.0703,0.4183,0.3185,0.530
1.904000,-0.0534,0.3752,0.3254,0.500
1.909000,-0.0415,0.4024,0.3153,0.513
1.914000,-0.0575,0.4145,0.2981,0.514
1.919000,-0.0622,0.4090,0.3142,0.519
1.924000,-0.0885,0.3850,0.2745,0.481
1.929000,-0.0712,0.4233,0.2672,0.506
1.934000,-0.0698,0.4036,0.2907,0.502
1.941000,-0.0534,0.3762,0.2992,0.484
1.944000,-0.0636,0.3597,0.3417,0.500
1.949000,-0.0505,0.4014,0.3277,0.521
1.960000,-0.0267,0.4031,0.2925,0.499
1.961000,-0.0248,0.3774,0.2782,0.469
1.964000,-0.0391,0.4122,0.2950,0.508
1.969000,-0.0657,0.4094,0.2853,0.503
1.974000,-0.0749,0.3956,0.2872,0.495
1.979000,-0.0760,0.3746,0.2733,0.470
1.984000,-0.0810,0.3538,0.3030,0.473
1.989000,-0.0774,0.3490,0.3257,0.484
1.994000,-0.0489,0.4095,0.3155,0.519
1.999000,-0.0410,0.4279,0.3236,0.538
2.005000,-0.0359,0.4162,0.3380,0.537
2.010000,-0.0414,0.3979,0.3336,0.521
2.014000,-0.0438,0.3741,0.3039,0.484
2.019000,-0.0537,0.3878,0.2605,0.470
2.024000,-0.0609,0.3955,0.2651,0.480
2.030000,-0.0464,0.4068,0.2868,0.500
2.035000,-0.0580,0.3967,0.3204,0.513
2.040000,-0.0708,0.4000,0.3414,0.531
2.045000,-0.0836,0.4126,0.3067,0.521
2.053000,-0.0819,0.3856,0.2871,0.488
2.068000,-0.0708,0.3899,0.2664,0.478
2.072000,-0.0530,0.4175,0.2711,0.501
2.076000,-0.0644,0.4242,0.3162,0.533
2.079000,-0.0822,0.4167,0.3100,0.526
2.080000,-0.0583,0.4096,0.3014,0.512
2.081000,-0.0562,0.4097,0.3131,0.519
2.081000,-0.0727,0.4215,0.3155,0.532
2.089000,-0.0561,0.4138,0.3202,0.526
2.090000,-0.0511,0.4042,0.2941,0.502
2.096000,-0.0678,0.3877,0.2888,0.488
2.100000,-0.0397,0.3725,0.2919,0.475
2.114000,-0.0407,0.3961,0.2909,0.493
2.115000,-0.0798,0.3923,0.2899,0.494
2.116000,-0.0482,0.3956,0.2950,0.496
2.120000,-0.0308,0.4200,0.3136,0.525
2.133000,-0.0719,0.4000,0.2898,0.499
2.134000,-0.0693,0.4059,0.2816,0.499
2.135000,-0.0709,0.4193,0.2889,0.514
2.148000,-0.0768,0.4001,0.2760,0.492
2.148000,-0.0405,0.3945,0.2492,0.468
2.150000,-0.0382,0.3849,0.2756,0.475
2.166000,-0.0668,0.3715,0.3137,0.491
2.167000,-0.0591,0.3345,0.3058,0.457
2.168000,-0.0341,0.3423,0.2889,0.449
2.170000,-0.0688,0.3817,0.2885,0.483
2.184000,-0.0691,0.3999,0.3196,0.517
2.186000,-0.0370,0.3923,0.3105,0.502
2.187000,-0.0547,0.3725,0.2997,0.481
2.221000,-0.0493,0.3848,0.3025,0.492
2.221000,-0.0636,0.4127,0.3258,0.530
2.222000,-0.0711,0.3986,0.3128,0.512
2.222000,-0.0485,0.4008,0.2431,0.471
2.222000,-0.0458,0.4119,0.2785,0.499
2.223000,-0.0525,0.3778,0.3069,0.490
2.223000,-0.0498,0.3828,0.3077,0.494
2.225000,-0.0420,0.4008,0.3039,0.505
2.230000,-0.0496,0.4055,0.3135,0.515
2.235000,-0.0634,0.4171,0.3163,0.527
2.240000,-0.0419,0.4077,0.3138,0.516
2.245000,-0.0486,0.4099,0.2907,0.505
2.250000,-0.0398,0.4233,0.2910,0.515
2.255000,-0.0433,0.4008,0.3185,0.514
2.260000,-0.0698,0.4086,0.3232,0.526
2.266000,-0.0560,0.4087,0.2962,0.508
2.270000,-0.0690,0.3962,0.3033,0.504
2.276000,-0.0551,0.4106,0.3119,0.519
2.281000,-0.0735,0.3763,0.2989,0.486
2.286000,-0.0684,0.3654,0.2952,0.475
2.298000,-0.0474,0.3665,0.3089,0.482
2.300000,-0.0360,0.3853,0.2957,0.487
2.306000,-0.0664,0.4125,0.2920,0.510
2.308000,-0.0704,0.3989,0.3103,0.510
2.329000,-0.0488,0.4060,0.2996,0.507
2.330000,-0.0645,0.3935,0.3218,0.512
2.330000,-0.0581,0.4079,0.3218,0.523
2.330000,-0.0649,0.3715,0.2978,0.481
2.331000,-0.0544,0.3791,0.3026,0.488
2.336000,-0.0880,0.4000,0.3058,0.511
2.341000,-0.0436,0.4045,0.3195,0.517
2.346000,-0.0719,0.4147,0.3354,0.538
2.351000,-0.0999,0.4030,0.2879,0.505
2.356000,-0.0840,0.3960,0.2469,0.474
2.363000,-0.0423,0.3756,0.2581,0.458
2.365000,-0.0442,0.3766,0.2900,0.477
2.372000,-0.0479,0.3844,0.3008,0.490
2.377000,-0.0549,0.4321,0.3289,0.546
2.382000,-0.0396,0.4211,0.3168,0.528
2.386000,-0.0654,0.4068,0.3133,0.518
2.392000,-0.0816,0.3885,0.3057,0.501
2.396000,-0.0750,0.3719,0.3097,0.490
2.401000,-0.0590,0.3915,0.2856,0.488
2.407000,-0.1024,0.4212,0.3416,0.552
2.412000,-0.0806,0.4107,0.2898,0.509
2.417000,-0.0632,0.3505,0.2862,0.457
2.422000,-0.0685,0.3793,0.3074,0.493
2.433000,-0.0455,0.4075,0.2517,0.481
2.434000,-0.0401,0.4053,0.2412,0.473
2.438000,-0.0960,0.4219,0.2687,0.509
2.463000,-0.0770,0.4003,0.2890,0.500
2.465000,-0.0371,0.3972,0.2985,0.498
2.465000,-0.0612,0.3640,0.3046,0.479
2.465000,-0.0764,0.3990,0.3010,0.506
2.466000,-0.0964,0.3974,0.2954,0.504
2.467000,-0.0670,0.3779,0.2770,0.473
2.472000,-0.0397,0.4101,0.2921,0.505
2.477000,-0.0743,0.3967,0.3324,0.523
2.482000,-0.0760,0.3713,0.2924,0.479
2.486000,-0.0686,0.3931,0.2982,0.498
2.491000,-0.0636,0.3739,0.2997,0.483
2.496000,-0.0437,0.4059,0.2731,0.491
2.501000,-0.0359,0.3756,0.2559,0.456
2.506000,-0.0330,0.4024,0.2587,0.480
2.511000,-0.0754,0.3917,0.2991,0.499
2.516000,-0.0463,0.4111,0.2923,0.507
2.521000,-0.0531,0.4029,0.2890,0.499
2.526000,-0.0491,0.3800,0.2693,0.468
2.531000,-0.0569,0.4208,0.3158,0.529
2.537000,-0.0829,0.3682,0.3063,0.486
2.543000,-0.0428,0.4146,0.3403,0.538
2.547000,-0.0595,0.4113,0.2794,0.501
2.552000,-0.0618,0.4112,0.3033,0.515
2.557000,-0.0532,0.3934,0.3531,0.531
2.562000,-0.0592,0.4047,0.3040,0.510
2.567000,-0.1054,0.3955,0.3194,0.519
2.574000,-0.0767,0.3724,0.3211,0.498
2.583000,-0.0883,0.3980,0.3414,0.532
2.584000,-0.0367,0.3831,0.2743,0.473
2.587000,-0.0319,0.3900,0.2831,0.483
2.610000,-0.0896,0.3839,0.2713,0.479
2.612000,-0.0233,0.3989,0.3158,0.509
2.612000,-0.0710,0.4161,0.2731,0.503
2.613000,-0.0609,0.4202,0.3567,0.555
2.613000,-0.0787,0.4165,0.2627,0.499
2.617000,-0.0811,0.3949,0.3533,0.536
2.622000,-0.0470,0.4122,0.2835,0.503
2.627000,-0.0984,0.3576,0.2989,0.476
2.632000,-0.0428,0.3921,0.3201,0.508
2.637000,-0.0738,0.3927,0.3129,0.508
2.642000,-0.0804,0.3632,0.2600,0.454
2.647000,-0.0637,0.3729,0.3191,0.495
2.652000,-0.0685,0.4185,0.3124,0.527
2.657000,-0.0683,0.3632,0.3288,0.495
2.662000,-0.0274,0.3744,0.3227,0.495
2.668000,-0.0555,0.3960,0.3476,0.530
2.672000,-0.0774,0.3529,0.3333,0.492
2.677000,-0.0766,0.4061,0.3178,0.521
2.682000,-0.0710,0.3613,0.2975,0.473
2.687000,-0.1080,0.3556,0.3665,0.522
2.695000,-0.0711,0.3956,0.2865,0.494
2.698000,-0.0536,0.3935,0.2909,0.492
2.703000,-0.0562,0.3635,0.3527,0.510
2.708000,-0.0316,0.3823,0.3308,0.507
2.713000,-0.0719,0.3983,0.1995,0.451
2.718000,-0.0660,0.4405,0.2688,0.520
2.723000,-0.0415,0.3868,0.2950,0.488
2.736000,-0.0963,0.4027,0.2758,0.497
2.737000,-0.0911,0.3537,0.3526,0.508
2.738000,-0.0707,0.3858,0.3280,0.511
2.743000,-0.0213,0.3866,0.2880,0.483
2.760000,-0.0591,0.4131,0.3299,0.532
2.762000,-0.0807,0.3713,0.3385,0.509
