time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
1.085000,0.0650,-0.0413,0.0894,0.118
1.090000,0.0356,-0.0462,0.0540,0.080
1.095000,0.0296,-0.0287,0.0827,0.092
1.109000,0.0685,-0.0528,0.1225,0.150
1.111000,0.0662,-0.0724,0.1203,0.155
1.113000,0.0538,-0.0494,0.1029,0.126
1.119000,0.0598,-0.0490,0.0628,0.100
1.120000,0.0603,-0.0502,0.0881,0.118
1.126000,0.0734,-0.0436,0.1180,0.146
1.131000,0.0469,-0.0326,0.0843,0.102
1.135000,0.0691,-0.0270,0.0712,0.103
1.140000,0.0848,-0.0475,0.0738,0.122
1.145000,0.0627,-0.0461,0.0544,0.095
1.150000,0.0387,-0.0511,0.0896,0.110
1.156000,0.0638,-0.0548,0.1169,0.144
1.160000,0.0695,-0.0338,0.1064,0.132
1.165000,0.0524,-0.0252,0.0835,0.102
1.170000,0.0714,-0.0329,0.0804,0.112
1.175000,0.0784,-0.0622,0.0863,0.132
1.181000,0.0557,-0.0291,0.0891,0.109
1.185000,0.0662,-0.0160,0.0939,0.116
1.191000,0.0682,-0.0264,0.0763,0.106
1.196000,0.0637,-0.0501,0.0845,0.117
1.201000,0.0869,-0.0401,0.0924,0.133
1.206000,0.0984,-0.0481,0.0780,0.135
1.211000,0.0855,-0.0246,0.0664,0.111
1.216000,0.0690,-0.0356,0.1084,0.133
1.221000,0.0573,-0.0360,0.0980,0.119
1.226000,0.0450,-0.0141,0.0730,0.087
1.231000,0.0305,-0.0448,0.1001,0.114
1.236000,0.0557,-0.0396,0.1097,0.129
1.241000,0.0630,-0.0418,0.0949,0.121
1.246000,0.0610,-0.0665,0.1176,0.148
1.251000,0.0900,-0.0449,0.1515,0.182
1.256000,0.0641,-0.0231,0.1323,0.149
1.261000,0.0520,-0.0232,0.0948,0.111
1.270000,0.0770,-0.0259,0.0507,0.096
1.271000,0.0508,-0.0332,0.0674,0.091
1.276000,0.0468,-0.0251,0.0826,0.098
1.281000,0.0771,-0.0239,0.1077,0.135
1.286000,0.0585,-0.0254,0.1210,0.137
1.291000,0.0606,-0.0284,0.0784,0.103
1.296000,0.0736,-0.0401,0.0895,0.123
1.301000,0.0720,-0.0474,0.1052,0.136
1.306000,0.0863,-0.0668,0.0958,0.145
1.311000,0.0885,-0.0615,0.0643,0.125
1.316000,0.0691,-0.0474,0.0770,0.114
1.321000,0.0668,-0.0691,0.0838,0.128
1.326000,0.0835,-0.0598,0.0718,0.125
1.331000,0.0883,-0.0570,0.0887,0.138
1.336000,0.0836,-0.0412,0.0838,0.125
1.341000,0.0832,-0.0232,0.0769,0.116
1.346000,0.0813,-0.0269,0.0880,0.123
1.351000,0.0854,-0.0162,0.1033,0.135
1.357000,0.0798,-0.0263,0.0981,0.129
1.361000,0.0550,-0.0488,0.1006,0.125
1.366000,0.0659,-0.0674,0.0916,0.131
1.371000,0.0810,-0.0416,0.0770,0.119
1.376000,0.0787,-0.0283,0.0875,0.121
1.381000,0.0584,-0.0265,0.0965,0.116
1.388000,0.0576,-0.0321,0.0774,0.102
1.392000,0.0611,-0.0455,0.0758,0.107
1.396000,0.0397,-0.0429,0.1167,0.131
1.402000,0.0443,-0.0343,0.1230,0.135
1.406000,0.0491,-0.0152,0.0819,0.097
1.411000,0.0603,-0.0153,0.0958,0.114
1.416000,0.0667,-0.0370,0.0986,0.125
1.421000,0.0466,-0.0625,0.0929,0.121
1.427000,0.0320,-0.0544,0.0885,0.109
1.432000,0.0643,-0.0276,0.0624,0.094
1.436000,0.0813,-0.0446,0.0999,0.136
1.442000,0.0589,-0.0466,0.1144,0.137
1.446000,0.0779,-0.0424,0.0986,0.133
1.455000,0.0638,-0.0459,0.0898,0.119
1.457000,0.0335,-0.0430,0.0994,0.113
1.462000,0.0753,-0.0371,0.1186,0.145
1.467000,0.0774,-0.0463,0.0906,0.128
1.471000,0.0713,-0.0424,0.0817,0.116
1.477000,0.0786,-0.0189,0.1082,0.135
1.482000,0.0605,-0.0609,0.1054,0.136
1.487000,0.0730,-0.0754,0.0883,0.137
1.492000,0.0614,-0.0497,0.0491,0.093
1.497000,0.0594,-0.0218,0.0493,0.080
1.508000,0.0654,-0.0132,0.0740,0.100
1.510000,0.0617,-0.0413,0.0788,0.108
1.513000,0.0469,-0.0730,0.1036,0.135
1.518000,0.0688,-0.0429,0.0897,0.121
1.528000,0.0604,-0.0454,0.1059,0.130
1.529000,0.0656,-0.0112,0.1415,0.156
1.532000,0.0827,-0.0441,0.0983,0.136
1.537000,0.0601,-0.0710,0.0792,0.122
1.542000,0.0506,-0.0371,0.0705,0.094
1.547000,0.0471,-0.0388,0.0646,0.089
1.553000,0.0303,-0.0177,0.0754,0.083
1.559000,0.0493,-0.0441,0.1004,0.120
1.562000,0.0490,-0.0631,0.0517,0.095
1.567000,0.0877,-0.0336,0.0899,0.130
1.572000,0.0744,-0.0430,0.1133,0.142
1.578000,0.0506,-0.0479,0.0874,0.112
1.582000,0.0652,-0.0429,0.0576,0.097
1.587000,0.0972,-0.0254,0.0751,0.125
1.592000,0.0559,-0.0321,0.0369,0.074
1.597000,0.0475,-0.0141,0.0251,0.055
1.609000,0.0561,-0.0447,0.0655,0.097
1.610000,0.0484,-0.0357,0.0806,0.101
1.617000,0.0878,-0.0203,0.1152,0.146
1.618000,0.0747,-0.0403,0.0889,0.123
1.626000,0.0807,-0.0366,0.0809,0.120
1.628000,0.0865,-0.0373,0.1290,0.160
1.633000,0.0653,-0.0297,0.1074,0.129
1.637000,0.0568,-0.0574,0.1283,0.152
1.642000,0.0745,-0.0724,0.0993,0.144
1.647000,0.0900,-0.0498,0.0763,0.128
1.654000,0.0601,-0.0794,0.0990,0.140
1.659000,0.0774,-0.0256,0.0677,0.106
1.663000,0.0419,-0.0242,0.0874,0.100
1.668000,0.0543,-0.0407,0.1426,0.158
1.673000,0.0469,-0.0385,0.0724,0.094
1.678000,0.0391,-0.0235,0.0318,0.056
1.683000,0.0497,-0.0530,0.0617,0.095
1.688000,0.0755,-0.0568,0.0875,0.129
1.693000,0.1011,-0.0377,0.0846,0.137
1.698000,0.0565,-0.0512,0.0708,0.104
1.703000,0.0600,-0.0217,0.0888,0.109
1.708000,0.0588,-0.0288,0.1053,0.124
1.713000,0.0600,-0.0373,0.0861,0.111
1.718000,0.0683,-0.0528,0.0718,0.112
1.723000,0.0514,-0.0215,0.0765,0.095
1.728000,0.0573,-0.0281,0.0921,0.112
1.733000,0.0736,-0.0785,0.0843,0.137
1.739000,0.0902,-0.0812,0.0614,0.136
1.743000,0.0577,-0.0291,0.0998,0.119
1.748000,0.0780,-0.0611,0.0946,0.137
1.753000,0.0695,-0.0540,0.1291,0.156
1.758000,0.0910,-0.0448,0.0883,0.134
1.764000,0.0595,-0.0576,0.0622,0.104
1.769000,0.0866,-0.0648,0.0664,0.127
1.782000,0.0528,-0.0349,0.0660,0.091
1.784000,0.0234,-0.0671,0.0206,0.074
1.785000,0.0638,-0.0332,0.0622,0.095
1.790000,0.0486,-0.0303,0.0642,0.086
1.803000,0.0667,-0.0169,0.0824,0.107
1.805000,0.0791,-0.0196,0.1112,0.138
1.806000,0.0697,-0.0619,0.0611,0.111
1.808000,0.0256,-0.0526,0.0710,0.092
1.813000,0.0683,-0.0128,0.0505,0.086
1.818000,0.0655,-0.0132,0.0542,0.086
1.823000,0.0548,-0.0292,0.0347,0.071
1.828000,0.0603,-0.0220,0.1138,0.131
1.833000,0.0717,-0.0633,0.1448,0.174
1.838000,0.0834,-0.0615,0.0995,0.144
1.844000,0.0701,-0.0237,0.0734,0.104
1.848000,0.0909,-0.0644,0.0798,0.137
1.853000,0.0466,-0.0339,0.0749,0.094
1.859000,0.0962,-0.0597,0.0902,0.145
1.863000,0.0443,-0.0416,0.0891,0.108
1.868000,0.0691,-0.0115,0.0994,0.122
1.878000,0.0710,-0.0287,0.0627,0.099
1.879000,0.0631,-0.0535,0.0516,0.098
1.883000,0.0786,-0.0338,0.1299,0.156
1.898000,0.0319,-0.0380,0.1239,0.133
1.899000,0.0691,-0.0394,0.0655,0.103
1.900000,0.0451,-0.0438,0.0804,0.102
1.904000,0.0480,-0.0246,0.0449,0.070
1.909000,0.0422,-0.0604,0.0678,0.100
1.914000,0.0601,-0.0485,0.1251,0.147
1.919000,0.0659,-0.0540,0.0333,0.091
1.924000,0.0472,-0.0530,0.0687,0.099
1.929000,0.0400,0.0068,0.0764,0.087
1.934000,0.0788,-0.0816,0.0457,0.122
1.940000,0.0459,-0.0474,0.1053,0.124
1.944000,0.0274,-0.0814,0.1033,0.134
1.949000,0.0857,-0.0775,0.0866,0.144
1.958000,0.0700,-0.0456,0.0914,0.124
1.961000,0.0447,-0.0622,0.0934,0.121
1.964000,0.0519,-0.0199,0.0749,0.093
1.970000,0.0756,-0.0687,0.1036,0.146
1.974000,0.0486,-0.0358,0.0821,0.102
1.979000,0.0433,-0.0573,0.0441,0.084
1.984000,0.0815,-0.0480,0.1042,0.141
1.990000,0.0635,-0.0445,0.0388,0.087
1.994000,0.0615,-0.0547,0.1063,0.134
1.999000,0.0910,-0.0734,0.1155,0.164
2.004000,0.0639,-0.0850,0.0627,0.123
2.013000,0.0594,-0.0578,0.1341,0.158
2.014000,0.0585,-0.0505,0.0648,0.101
2.019000,0.0411,-0.0054,0.1030,0.111
2.030000,0.0495,-0.0097,0.0602,0.079
2.031000,0.0424,-0.0848,0.0281,0.099
2.034000,0.0784,-0.0492,0.1103,0.144
2.039000,0.0729,-0.0608,0.1131,0.148
2.044000,0.0552,-0.0166,0.0727,0.093
2.049000,0.0741,-0.0593,0.0963,0.135
2.054000,0.0857,-0.0906,0.1079,0.165
2.059000,0.0223,-0.0545,0.0462,0.075
2.064000,0.0725,-0.0857,0.1462,0.184
2.069000,0.0447,-0.0317,0.0622,0.083
2.074000,0.0590,-0.1141,0.0623,0.143
2.079000,0.0775,-0.0349,0.0677,0.109
2.084000,0.0684,-0.0728,0.1102,0.149
2.089000,0.0870,-0.0820,0.1186,0.168
2.095000,0.0867,-0.0397,0.0052,0.096
2.096000,0.0345,-0.0966,0.0814,0.131
2.099000,0.0488,-0.0345,0.0909,0.109
2.105000,0.0823,-0.0679,0.0480,0.117
2.110000,0.0443,-0.0537,0.0954,0.118
2.115000,0.1153,-0.0916,0.0862,0.171
2.120000,0.0262,-0.0639,0.0862,0.110
2.127000,0.0815,-0.0541,0.1050,0.144
2.130000,0.0732,-0.0492,0.0349,0.095
2.136000,0.0590,-0.0491,0.0288,0.082
2.140000,0.0777,-0.0259,0.1174,0.143
2.150000,0.0734,-0.0951,0.0732,0.141
2.151000,0.0685,-0.0090,0.0672,0.096
2.155000,0.0453,-0.0938,0.0716,0.126
2.170000,0.0214,-0.0602,0.1178,0.134
2.171000,0.0572,-0.0726,0.0371,0.100
2.172000,0.1091,-0.0548,0.0061,0.122
2.190000,0.0523,-0.0265,0.0821,0.101
2.191000,0.0808,-0.0433,0.0816,0.123
2.191000,0.0512,-0.0760,0.1085,0.142
2.191000,0.0584,-0.0463,0.0516,0.091
2.203000,0.0500,-0.0622,0.1107,0.136
2.204000,0.0627,-0.0412,0.0433,0.087
2.205000,0.0725,-0.0351,0.0695,0.106
2.214000,0.0732,-0.0480,0.0940,0.128
2.215000,0.0510,-0.0758,0.1400,0.167
2.219000,0.0271,-0.0339,0.1304,0.137
2.225000,0.0384,-0.0608,0.0941,0.118
2.229000,0.0572,-0.0415,0.0471,0.085
2.234000,0.0676,-0.0264,0.1304,0.149
2.239000,0.0466,-0.0554,0.0823,0.110
2.245000,0.0748,-0.0022,0.1113,0.134
2.250000,0.0648,-0.0828,0.0587,0.120
2.254000,0.0635,-0.0362,0.0397,0.083
2.260000,0.0591,-0.0257,0.0811,0.104
2.264000,0.0502,-0.0295,0.0862,0.104
2.269000,0.0707,-0.0256,0.0819,0.111
2.278000,0.0819,-0.0380,0.0899,0.127
2.279000,0.0450,-0.0439,0.0910,0.111
2.285000,0.0779,-0.0191,0.0404,0.090
2.290000,0.0620,-0.0407,0.0461,0.087
2.295000,0.0757,-0.0274,0.1022,0.130
2.301000,0.0697,-0.0291,0.0851,0.114
2.304000,0.0768,-0.0296,0.1104,0.138
2.310000,0.0615,-0.0545,0.0694,0.108
2.315000,0.0589,-0.0214,0.0499,0.080
2.320000,0.0671,0.0135,0.1053,0.126
2.327000,0.0481,-0.0798,0.0945,0.133
2.330000,0.0404,-0.0232,0.0950,0.106
2.335000,0.0438,-0.0385,0.0592,0.083
2.340000,0.0525,-0.0356,0.1376,0.151
2.344000,0.0499,-0.0541,0.0525,0.090
2.349000,0.0491,-0.0459,0.0375,0.077
2.355000,-0.0067,-0.0275,0.0622,0.068
2.360000,0.0817,-0.0720,0.0391,0.116
2.365000,0.0781,-0.0499,0.0454,0.103
2.370000,0.0969,-0.0513,0.1149,0.159
2.375000,0.0940,-0.0647,0.0703,0.134
2.380000,0.0570,-0.0359,0.0496,0.084
2.385000,0.0725,-0.0485,0.0829,0.120
2.391000,0.0818,-0.0646,0.0560,0.118
2.395000,0.0519,-0.0789,0.0865,0.128
2.400000,0.0407,-0.0624,0.0726,0.104
2.405000,0.0590,-0.0309,0.0747,0.100
2.420000,0.0485,-0.0090,0.0689,0.085
2.423000,0.0523,-0.0357,0.1127,0.129
2.429000,0.0277,-0.0360,0.1131,0.122
2.432000,0.0585,-0.0605,0.0912,0.124
2.434000,0.0535,-0.0488,0.0598,0.094
2.435000,0.0494,-0.0662,0.0863,0.119
2.441000,0.0495,-0.0464,0.0995,0.120
2.445000,0.0607,-0.0575,0.0820,0.117
2.450000,0.0638,-0.0592,0.0840,0.121
2.458000,0.0893,-0.0324,0.0898,0.131
2.462000,0.0712,-0.0578,0.0689,0.115
2.465000,0.0634,-0.1081,0.1097,0.167
2.470000,0.0379,-0.0589,0.1317,0.149
2.475000,0.0621,-0.0355,0.0907,0.116
2.480000,0.0799,-0.0882,0.0586,0.133
2.485000,0.0609,-0.0417,0.0526,0.091
2.490000,0.0429,-0.0199,0.0918,0.103
2.495000,0.0464,-0.0198,0.1266,0.136
2.500000,0.0772,-0.0411,0.1128,0.143
2.506000,0.0768,-0.0275,0.1018,0.130
2.512000,0.0659,-0.0444,0.0725,0.108
2.516000,0.0598,-0.0673,0.0587,0.107
2.521000,0.0899,-0.0620,0.0470,0.119
2.525000,0.0914,-0.0580,0.0672,0.127
2.531000,0.0841,-0.0202,0.1041,0.135
2.535000,0.0725,-0.0329,0.0361,0.087
2.540000,0.0514,-0.0574,0.0900,0.119
2.545000,0.0412,-0.0528,0.1041,0.124
2.550000,0.0666,-0.0655,0.1059,0.141
2.555000,0.0543,-0.0690,0.1168,0.146
2.565000,0.0713,-0.0608,0.0895,0.130
2.567000,0.0729,-0.0513,0.0266,0.093
2.570000,0.0951,-0.0517,0.0778,0.133
2.575000,0.0738,-0.0730,0.0903,0.138
2.580000,0.0687,-0.0555,0.1241,0.152
2.585000,0.0698,-0.0436,0.1174,0.143
2.590000,0.0521,-0.0241,0.0662,0.088
2.595000,0.0444,0.0110,0.0803,0.092
2.600000,0.0250,-0.0281,0.0667,0.077
2.605000,0.0382,-0.0434,0.0655,0.087
2.611000,0.0750,-0.0483,0.1102,0.142
2.615000,0.0559,-0.0563,0.0815,0.114
2.620000,0.0462,-0.0420,0.0732,0.096
2.625000,0.0463,-0.0622,0.0877,0.117
2.630000,0.0320,-0.0520,0.0878,0.107
2.635000,0.0597,-0.0420,0.0768,0.106
2.640000,0.0594,-0.0436,0.1028,0.127
2.645000,0.0524,-0.0250,0.0950,0.111
2.650000,0.0510,-0.0333,0.0568,0.083
2.655000,0.0493,-0.0465,0.0614,0.091
2.663000,0.0646,-0.0754,0.0718,0.123
2.666000,0.0553,-0.0698,0.0748,0.116
2.672000,0.0567,-0.0243,0.0555,0.083
2.676000,0.0459,0.0072,0.0820,0.094
2.688000,0.0410,-0.0155,0.0934,0.103
2.690000,0.0417,-0.0633,0.1010,0.126
2.692000,0.0664,-0.0640,0.0806,0.122
2.697000,0.0711,-0.0501,0.0856,0.122
2.710000,0.0722,-0.0250,0.1151,0.138
2.711000,0.0577,-0.0274,0.1042,0.122
2.712000,0.0505,-0.0272,0.0910,0.108
2.716000,0.0514,-0.0485,0.0479,0.085
2.721000,0.0666,-0.0421,0.0533,0.095
2.726000,0.0584,-0.0645,0.0908,0.126
2.731000,0.0505,-0.0776,0.0836,0.125
2.736000,0.0628,-0.0508,0.0886,0.120
2.741000,0.0770,-0.0472,0.0838,0.123
2.746000,0.0829,-0.0727,0.0857,0.140
2.751000,0.0719,-0.0673,0.0875,0.132
2.756000,0.0749,-0.0611,0.0923,0.134
2.762000,0.0777,-0.0644,0.0896,0.135
2.765000,0.0681,-0.0135,0.0624,0.093
2.771000,0.0559,-0.0194,0.0884,0.106
