time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.625000,0.0217,0.0539,0.2154,0.223
0.635000,-0.0110,0.0643,0.2096,0.220
0.636000,0.0338,0.0142,0.2875,0.290
0.641000,0.0311,0.0168,0.2680,0.270
0.650000,0.0173,0.0216,0.2396,0.241
0.651000,0.0484,-0.0010,0.3244,0.328
0.655000,0.0097,0.0657,0.2658,0.274
0.667000,0.0434,0.0786,0.2801,0.294
0.667000,0.0052,0.0343,0.2498,0.252
0.670000,0.0472,0.0760,0.2388,0.255
0.675000,0.0236,0.0791,0.2917,0.303
0.684000,-0.0052,0.0080,0.3179,0.318
0.685000,0.0190,0.0559,0.3284,0.334
0.690000,0.0081,-0.0236,0.2939,0.295
0.701000,0.0290,0.0176,0.2733,0.275
0.702000,0.0134,0.0046,0.2673,0.268
0.705000,-0.0097,0.0119,0.2102,0.211
0.710000,0.0230,0.0389,0.1439,0.151
0.718000,0.0353,0.0414,0.2111,0.218
0.721000,0.0190,0.0415,0.2922,0.296
0.725000,0.0174,0.0287,0.2876,0.290
0.735000,0.0130,0.0701,0.2989,0.307
0.735000,0.0210,0.0157,0.3132,0.314
0.741000,0.0517,0.0039,0.2766,0.281
0.752000,0.0554,-0.0093,0.2886,0.294
0.753000,0.0173,0.0607,0.2867,0.294
0.755000,0.0246,0.0495,0.2567,0.263
0.761000,0.0056,0.0005,0.2525,0.253
0.770000,0.0317,0.0435,0.2193,0.226
0.771000,0.0195,0.0305,0.3012,0.303
0.783000,-0.0243,0.0604,0.2529,0.261
0.783000,-0.0309,0.0245,0.2101,0.214
0.788000,0.0100,0.0585,0.2169,0.225
0.791000,-0.0034,0.0534,0.2312,0.237
0.802000,-0.0191,0.0066,0.2009,0.202
0.802000,0.0111,0.0228,0.3204,0.321
0.806000,0.0372,0.0557,0.2952,0.303
0.811000,0.0091,0.0330,0.2740,0.276
0.819000,-0.0249,0.0036,0.3196,0.321
0.821000,-0.0143,0.0465,0.2854,0.290
0.826000,0.0128,-0.0113,0.3161,0.317
0.835000,0.0217,0.0337,0.2573,0.260
0.836000,0.0070,0.0621,0.2155,0.224
0.841000,-0.0122,-0.0050,0.2642,0.264
0.852000,-0.0039,-0.0288,0.2414,0.243
0.852000,-0.0359,0.0199,0.2411,0.245
0.856000,0.0099,0.0124,0.2584,0.259
0.861000,0.0151,0.0155,0.2583,0.259
0.869000,-0.0021,0.0442,0.2497,0.254
0.871000,0.0321,0.0208,0.2477,0.251
0.876000,-0.0186,0.0395,0.3046,0.308
0.887000,0.0256,0.0124,0.2932,0.295
0.887000,0.0308,0.0294,0.3048,0.308
0.891000,0.0242,0.0216,0.2951,0.297
0.904000,0.0342,0.0396,0.2909,0.296
0.905000,0.0039,0.0720,0.2797,0.289
0.906000,0.0051,0.0427,0.3097,0.313
0.911000,0.0416,0.0352,0.2902,0.295
0.920000,0.0335,0.0578,0.2265,0.236
0.921000,0.0205,0.0354,0.2021,0.206
0.926000,-0.0145,0.0733,0.1998,0.213
0.936000,-0.0250,0.0596,0.2287,0.238
0.937000,0.0036,0.0107,0.2310,0.231
0.944000,0.0310,-0.0026,0.2893,0.291
0.953000,0.0016,-0.0062,0.3065,0.307
0.953000,-0.0108,0.0033,0.2415,0.242
0.956000,-0.0249,0.0494,0.2648,0.270
0.961000,0.0333,0.0402,0.2568,0.262
0.970000,0.0461,0.0835,0.2930,0.308
0.971000,0.0178,0.0615,0.2857,0.293
0.976000,0.0085,0.0557,0.3075,0.313
0.987000,0.0084,0.0391,0.2818,0.285
0.988000,0.0050,0.0275,0.2532,0.255
0.991000,0.0173,0.0158,0.2103,0.212
1.005000,0.0262,0.0283,0.2187,0.222
1.006000,0.0207,0.0117,0.2218,0.223
1.007000,0.0078,0.0019,0.2290,0.229
1.012000,-0.0132,-0.0214,0.2767,0.278
1.022000,-0.0138,-0.0216,0.2890,0.290
1.022000,-0.0108,0.0324,0.2663,0.268
1.027000,-0.0141,0.0383,0.2475,0.251
1.038000,0.0140,0.0404,0.2429,0.247
1.039000,0.0407,0.0253,0.2494,0.254
1.041000,0.0306,0.0418,0.2461,0.251
1.047000,0.0260,0.0221,0.2558,0.258
1.054000,0.0244,0.0063,0.2685,0.270
1.056000,0.0420,-0.0097,0.2812,0.285
1.061000,0.0137,0.0171,0.2797,0.281
1.071000,0.0161,0.0383,0.2765,0.280
1.072000,0.0402,0.0463,0.2671,0.274
1.076000,0.0252,0.0435,0.2186,0.224
1.088000,-0.0082,0.0372,0.2476,0.250
1.088000,-0.0322,0.0231,0.2089,0.213
1.091000,0.0006,0.0070,0.1986,0.199
1.097000,-0.0012,0.0168,0.2507,0.251
1.105000,-0.0181,0.0467,0.2656,0.270
1.107000,0.0071,0.0080,0.2681,0.268
1.112000,0.0171,0.0195,0.2508,0.252
1.122000,0.0224,0.0416,0.2560,0.260
1.122000,0.0188,0.0515,0.2728,0.278
1.127000,0.0131,0.0705,0.2912,0.300
1.140000,0.0276,0.0604,0.2917,0.299
1.140000,0.0166,0.0202,0.2948,0.296
1.142000,0.0178,0.0273,0.2629,0.265
1.147000,0.0331,0.0358,0.2410,0.246
1.156000,0.0083,0.0043,0.2401,0.240
1.157000,-0.0111,0.0039,0.2296,0.230
1.162000,0.0001,0.0297,0.2153,0.217
1.172000,0.0107,0.0032,0.2375,0.238
1.172000,0.0015,0.0026,0.2740,0.274
1.177000,-0.0148,0.0095,0.2445,0.245
1.188000,-0.0126,0.0318,0.2638,0.266
1.189000,-0.0064,0.0104,0.2648,0.265
1.192000,0.0071,-0.0034,0.2844,0.285
1.197000,0.0309,0.0218,0.3034,0.306
1.206000,0.0332,0.0113,0.2908,0.293
1.207000,0.0003,0.0044,0.2802,0.280
1.212000,0.0032,0.0266,0.2903,0.291
1.222000,0.0224,0.0605,0.2947,0.302
1.223000,0.0276,0.0595,0.2808,0.288
1.227000,0.0216,0.0599,0.2947,0.301
1.239000,0.0103,0.0679,0.2790,0.287
1.240000,0.0106,0.0327,0.2500,0.252
1.242000,0.0103,0.0010,0.2171,0.217
1.248000,0.0156,-0.0033,0.2029,0.204
1.258000,0.0048,0.0093,0.2318,0.232
1.258000,0.0014,0.0106,0.2627,0.263
1.263000,0.0078,0.0412,0.2492,0.253
1.274000,0.0129,0.0584,0.2509,0.258
1.275000,0.0244,0.0520,0.2691,0.275
1.278000,0.0266,0.0686,0.2694,0.279
1.283000,0.0410,0.0492,0.2741,0.281
1.292000,0.0191,0.0375,0.2621,0.265
1.292000,-0.0166,0.0400,0.2549,0.259
1.298000,0.0096,0.0445,0.2810,0.285
1.306000,0.0245,0.0379,0.2559,0.260
1.308000,0.0216,0.0088,0.2559,0.257
1.312000,0.0269,0.0152,0.2707,0.272
1.323000,0.0151,0.0163,0.2608,0.262
1.324000,0.0008,0.0105,0.2614,0.262
1.327000,0.0068,0.0318,0.2419,0.244
1.332000,0.0286,0.0443,0.2419,0.248
1.341000,0.0250,0.0441,0.2346,0.240
1.343000,0.0054,0.0176,0.2902,0.291
1.347000,0.0262,-0.0243,0.3010,0.303
1.356000,0.0272,-0.0240,0.2643,0.267
1.358000,-0.0032,-0.0062,0.2777,0.278
1.362000,0.0116,0.0006,0.2930,0.293
1.374000,0.0129,-0.0005,0.2765,0.277
1.374000,0.0328,0.0273,0.2736,0.277
1.378000,0.0272,0.0602,0.2921,0.299
1.383000,0.0014,0.0358,0.2937,0.296
1.392000,0.0189,0.0085,0.2997,0.300
1.393000,0.0107,0.0112,0.2881,0.289
1.398000,0.0076,0.0278,0.2746,0.276
1.409000,0.0003,0.0097,0.2385,0.239
1.409000,0.0070,0.0074,0.2130,0.213
1.413000,-0.0050,0.0022,0.2224,0.222
1.429000,0.0291,0.0069,0.2458,0.248
1.430000,0.0550,0.0050,0.2488,0.255
1.431000,0.0264,0.0203,0.2746,0.277
1.434000,0.0228,0.0500,0.2947,0.300
1.467000,0.0264,0.0543,0.2955,0.302
1.468000,0.0390,0.0404,0.2781,0.284
1.469000,0.0416,0.0564,0.2583,0.268
1.469000,0.0484,0.0299,0.2960,0.301
1.469000,0.0380,0.0081,0.2794,0.282
1.469000,0.0243,0.0202,0.2494,0.251
1.470000,0.0267,0.0120,0.2136,0.216
1.474000,0.0233,-0.0146,0.2375,0.239
1.478000,0.0093,0.0240,0.2490,0.250
1.483000,0.0163,0.0544,0.2377,0.244
1.488000,-0.0032,0.0544,0.2407,0.247
1.493000,-0.0130,0.0305,0.2450,0.247
1.498000,-0.0044,0.0009,0.2345,0.235
1.503000,-0.0017,0.0156,0.2566,0.257
1.508000,0.0148,0.0118,0.2452,0.246
1.513000,0.0028,0.0188,0.2830,0.284
1.519000,0.0039,0.0105,0.2827,0.283
1.524000,-0.0069,0.0545,0.2830,0.288
1.529000,0.0312,0.0433,0.3149,0.319
1.534000,0.0135,0.0726,0.2655,0.276
1.539000,0.0229,0.0259,0.2678,0.270
1.543000,0.0314,0.0371,0.3057,0.310
1.550000,0.0293,0.0390,0.2734,0.278
1.567000,0.0321,0.0373,0.2504,0.255
1.569000,0.0056,0.0302,0.2246,0.227
1.570000,0.0151,0.0026,0.2609,0.261
1.571000,0.0117,-0.0001,0.2677,0.268
1.576000,-0.0188,0.0322,0.2299,0.233
1.579000,-0.0243,0.0606,0.2598,0.268
1.584000,-0.0100,0.0306,0.2513,0.253
1.604000,-0.0198,0.0207,0.2689,0.270
1.605000,0.0232,0.0507,0.2580,0.264
1.606000,0.0025,0.0350,0.2572,0.260
1.608000,0.0065,0.0386,0.2773,0.280
1.608000,0.0155,0.0783,0.2603,0.272
1.613000,0.0132,0.0579,0.2391,0.246
1.621000,0.0229,0.0429,0.2350,0.240
1.624000,0.0316,0.0549,0.2702,0.278
1.629000,0.0143,0.0728,0.2972,0.306
1.634000,0.0231,0.0698,0.2604,0.271
1.639000,-0.0163,0.0365,0.3073,0.310
1.645000,-0.0068,0.0484,0.2142,0.220
1.650000,0.0404,0.0198,0.2072,0.212
1.655000,-0.0066,-0.0106,0.1890,0.189
1.659000,-0.0073,-0.0116,0.2194,0.220
1.664000,0.0220,-0.0190,0.2835,0.285
1.671000,0.0088,0.0273,0.2920,0.293
1.675000,-0.0020,0.0024,0.2880,0.288
1.680000,-0.0058,0.0552,0.2578,0.264
1.685000,0.0255,0.0664,0.2472,0.257
1.690000,0.0369,0.0735,0.2611,0.274
1.695000,0.0088,0.0081,0.2625,0.263
1.700000,0.0023,0.0288,0.2863,0.288
1.704000,0.0010,0.0569,0.2873,0.293
1.715000,-0.0072,-0.0101,0.2376,0.238
1.717000,0.0338,0.0395,0.2994,0.304
1.721000,0.0291,0.0357,0.2535,0.258
1.757000,0.0233,0.0205,0.2475,0.249
1.758000,0.0110,0.0289,0.2906,0.292
1.759000,-0.0084,0.0611,0.2966,0.303
1.759000,-0.0077,0.0450,0.2478,0.252
1.760000,0.0040,0.0393,0.2934,0.296
1.760000,0.0360,0.0827,0.3001,0.313
1.761000,0.0185,-0.0004,0.2815,0.282
1.762000,0.0123,0.0329,0.2937,0.296
1.764000,0.0201,0.0228,0.2446,0.246
1.770000,0.0193,0.0318,0.2781,0.281
1.775000,0.0069,0.0420,0.2845,0.288
1.780000,-0.0313,0.0675,0.2787,0.289
1.784000,-0.0027,0.0364,0.2901,0.292
1.789000,-0.0216,0.0634,0.2911,0.299
1.794000,-0.0142,0.0531,0.3083,0.313
1.799000,-0.0133,0.0339,0.2478,0.250
1.805000,0.0100,-0.0044,0.2638,0.264
1.810000,-0.0198,0.0154,0.1920,0.194
1.815000,-0.0015,0.0347,0.2302,0.233
1.820000,-0.0194,0.0288,0.2212,0.224
1.825000,-0.0215,0.0442,0.2962,0.300
1.831000,0.0256,0.0440,0.2728,0.277
1.835000,0.0584,0.0898,0.3063,0.324
1.845000,0.0204,-0.0029,0.2496,0.250
1.848000,0.0194,0.0293,0.2967,0.299
1.850000,0.0105,0.0192,0.2664,0.267
1.856000,0.0115,0.0400,0.2571,0.260
1.876000,0.0557,0.0377,0.2209,0.231
1.877000,0.0318,0.0479,0.2743,0.280
1.878000,0.0475,-0.0103,0.2134,0.219
1.878000,0.0306,0.0535,0.2508,0.258
1.880000,0.0348,0.0393,0.2342,0.240
1.885000,0.0330,0.0279,0.2489,0.253
1.890000,0.0077,0.0467,0.3099,0.313
1.895000,-0.0271,0.0129,0.2551,0.257
1.900000,0.0255,0.0321,0.2854,0.288
1.905000,-0.0337,0.0453,0.2758,0.282
1.910000,0.0065,-0.0128,0.2682,0.269
1.915000,0.0051,0.0503,0.2834,0.288
1.920000,-0.0097,0.0566,0.2452,0.252
1.929000,0.0383,0.0127,0.2805,0.283
1.931000,0.0132,0.0351,0.2662,0.269
1.935000,0.0530,0.0316,0.2539,0.261
1.978000,0.0282,0.0498,0.2800,0.286
1.981000,-0.0158,0.0488,0.2516,0.257
1.982000,0.0191,0.0249,0.2304,0.232
1.983000,-0.0249,0.0020,0.2757,0.277
1.984000,0.0438,0.0075,0.2515,0.255
1.985000,0.0070,0.0403,0.2146,0.218
1.986000,0.0156,0.0449,0.2299,0.235
1.986000,-0.0215,0.0485,0.2906,0.295
1.987000,-0.0030,-0.0171,0.2764,0.277
1.988000,-0.0167,-0.0028,0.2671,0.268
1.991000,0.0211,0.0211,0.2907,0.292
1.996000,0.0115,0.0353,0.2622,0.265
2.000000,0.0114,0.0113,0.2861,0.287
2.001000,-0.0076,0.0541,0.2765,0.282
2.006000,0.0306,0.0734,0.2765,0.288
2.010000,-0.0212,0.0167,0.3333,0.334
2.016000,-0.0172,0.0351,0.2301,0.233
2.022000,0.0159,0.0401,0.2427,0.247
2.026000,-0.0067,0.0449,0.2617,0.266
2.031000,-0.0214,0.0123,0.2481,0.249
2.036000,-0.0169,0.0390,0.2757,0.279
2.041000,0.0019,0.0446,0.2765,0.280
2.046000,-0.0021,0.0216,0.2534,0.254
2.051000,0.0069,0.0161,0.2433,0.244
2.056000,0.0165,0.0160,0.2384,0.239
2.061000,0.0167,0.0070,0.2930,0.294
2.066000,0.0440,0.0248,0.2592,0.264
2.071000,-0.0000,0.0483,0.3208,0.324
2.080000,0.0292,0.0180,0.2521,0.254
2.082000,0.0220,0.0295,0.2657,0.268
2.086000,0.0394,0.0619,0.2759,0.285
2.124000,0.0318,0.0283,0.2363,0.240
2.126000,0.0669,0.0257,0.2645,0.274
2.128000,0.0075,-0.0231,0.2536,0.255
2.129000,0.0599,0.0082,0.2702,0.277
2.129000,-0.0100,0.0682,0.2057,0.217
2.130000,0.0140,0.0076,0.2612,0.262
2.132000,0.0126,-0.0028,0.2844,0.285
2.133000,-0.0010,-0.0118,0.2339,0.234
2.133000,0.0238,0.0305,0.2286,0.232
2.137000,0.0179,0.0046,0.2545,0.255
2.144000,0.0041,0.0570,0.2058,0.214
2.147000,-0.0016,-0.0265,0.2897,0.291
2.150000,0.0064,0.0141,0.2578,0.258
2.156000,0.0288,0.0289,0.2780,0.281
2.162000,0.0105,0.0385,0.2728,0.276
2.167000,0.0204,0.0143,0.2928,0.294
2.170000,0.0305,0.0905,0.2914,0.307
2.178000,-0.0098,0.0183,0.2532,0.254
2.186000,0.0091,0.0227,0.1978,0.199
2.189000,-0.0203,0.0251,0.2193,0.222
2.201000,-0.0006,0.0416,0.2403,0.244
2.202000,0.0281,0.0607,0.2512,0.260
2.203000,0.0117,0.0389,0.2607,0.264
2.207000,-0.0080,0.0511,0.2417,0.247
2.230000,0.0136,0.0580,0.2382,0.245
2.231000,0.0180,0.0467,0.2503,0.255
2.232000,0.0018,0.0486,0.2767,0.281
2.232000,0.0188,0.0414,0.2412,0.245
2.232000,0.0544,0.0080,0.2134,0.220
2.238000,0.0171,-0.0063,0.3009,0.301
2.252000,0.0120,0.0434,0.2879,0.291
2.253000,0.0208,0.0185,0.2892,0.291
2.253000,0.0421,0.0462,0.3027,0.309
2.257000,0.0304,0.0344,0.2856,0.289
2.270000,0.0191,0.0416,0.2813,0.285
2.270000,-0.0061,0.0211,0.2774,0.278
2.286000,0.0157,0.0078,0.2339,0.235
2.287000,-0.0086,0.0483,0.2546,0.259
2.287000,-0.0047,0.0280,0.2774,0.279
2.288000,0.0095,0.0088,0.2965,0.297
2.291000,-0.0143,0.0211,0.2624,0.264
2.306000,0.0127,0.0212,0.2752,0.276
2.308000,0.0102,0.0315,0.2888,0.291
2.310000,0.0259,0.0309,0.2721,0.275
2.336000,-0.0099,0.0075,0.2258,0.226
2.338000,0.0157,0.0494,0.2625,0.268
2.339000,0.0116,0.0116,0.2913,0.292
2.340000,0.0109,0.0258,0.2367,0.238
2.341000,0.0339,0.0419,0.2153,0.222
2.342000,0.0260,0.0552,0.2325,0.240
2.356000,0.0034,0.0077,0.2672,0.267
2.357000,-0.0240,0.0131,0.2910,0.292
2.358000,-0.0165,0.0164,0.2848,0.286
2.358000,0.0133,-0.0064,0.2597,0.260
2.387000,-0.0033,0.0328,0.2632,0.265
2.388000,-0.0119,0.0416,0.2776,0.281
2.389000,-0.0049,0.0250,0.2848,0.286
2.389000,0.0117,0.0306,0.2755,0.277
2.389000,0.0273,0.0380,0.2261,0.231
2.390000,0.0138,0.0325,0.2408,0.243
2.399000,0.0075,0.0090,0.3046,0.305
2.407000,0.0041,-0.0058,0.3140,0.314
2.407000,-0.0006,0.0295,0.2928,0.294
2.408000,0.0016,0.0512,0.2416,0.247
2.420000,-0.0036,0.0300,0.2578,0.260
2.421000,0.0004,0.0473,0.2514,0.256
2.422000,0.0301,0.0047,0.2699,0.272
2.435000,0.0180,-0.0213,0.2679,0.269
2.435000,0.0279,0.0140,0.2287,0.231
2.438000,0.0036,0.0700,0.2408,0.251
2.441000,0.0153,0.0580,0.2790,0.285
2.461000,0.0203,0.0544,0.2546,0.261
2.463000,0.0204,0.0032,0.2578,0.259
2.463000,-0.0010,0.0102,0.2473,0.248
2.466000,0.0014,0.0221,0.2576,0.259
2.468000,0.0366,0.0043,0.2669,0.269
2.471000,0.0345,0.0318,0.2508,0.255
2.477000,0.0651,0.0619,0.2781,0.292
2.482000,0.0269,0.0271,0.2925,0.295
2.487000,0.0073,0.0219,0.2592,0.260
2.496000,0.0216,0.0396,0.2587,0.263
2.499000,0.0264,0.0508,0.2700,0.276
2.502000,-0.0048,0.0262,0.2032,0.205
2.507000,0.0093,0.0419,0.2375,0.241
2.512000,0.0140,0.0465,0.2488,0.253
2.518000,0.0225,0.0336,0.2732,0.276
2.530000,0.0068,0.0150,0.2621,0.263
2.531000,0.0022,0.0215,0.2399,0.241
2.533000,0.0046,0.0213,0.2321,0.233
2.538000,0.0268,-0.0051,0.2346,0.236
2.544000,0.0055,-0.0027,0.2322,0.232
2.548000,-0.0132,-0.0056,0.2670,0.267
2.559000,0.0180,0.0163,0.2850,0.286
2.560000,0.0042,0.0288,0.2842,0.286
2.570000,-0.0048,0.0425,0.2541,0.258
2.572000,0.0173,-0.0010,0.2882,0.289
2.573000,0.0469,0.0057,0.2928,0.297
2.609000,0.0404,0.0372,0.2574,0.263
2.611000,0.0098,0.0364,0.2108,0.214
2.612000,-0.0160,0.0175,0.2334,0.235
2.612000,-0.0006,0.0251,0.2501,0.251
2.613000,0.0201,0.0111,0.2549,0.256
2.614000,0.0109,0.0325,0.2669,0.269
2.615000,0.0303,0.0325,0.2449,0.249
2.615000,0.0315,0.0321,0.2450,0.249
2.623000,0.0417,0.0242,0.2573,0.262
2.624000,0.0278,0.0030,0.2789,0.280
2.627000,-0.0051,0.0198,0.2822,0.283
2.633000,0.0018,0.0346,0.2904,0.292
2.638000,0.0150,0.0054,0.3026,0.303
2.643000,0.0277,0.0109,0.2793,0.281
2.648000,0.0048,0.0425,0.2962,0.299
2.653000,-0.0005,0.0386,0.2957,0.298
2.658000,0.0118,0.0533,0.2795,0.285
2.667000,0.0100,0.0449,0.2964,0.300
2.669000,0.0200,0.0205,0.2771,0.279
2.674000,0.0191,0.0331,0.2398,0.243
2.677000,-0.0053,0.0469,0.2387,0.243
2.695000,-0.0211,0.0191,0.2477,0.249
2.696000,0.0014,-0.0259,0.2577,0.259
2.697000,0.0123,0.0319,0.2743,0.276
2.698000,-0.0140,0.0595,0.2641,0.271
2.703000,-0.0230,0.0320,0.2551,0.258
2.708000,-0.0089,0.0437,0.2766,0.280
2.713000,-0.0188,0.0389,0.2692,0.273
2.719000,-0.0236,0.0150,0.2645,0.266
2.722000,-0.0140,0.0173,0.2813,0.282
2.727000,-0.0259,0.0251,0.2742,0.277
2.733000,-0.0123,0.0130,0.2482,0.249
2.738000,0.0099,0.0270,0.2704,0.272
2.743000,0.0189,-0.0046,0.2664,0.267
2.748000,0.0197,-0.0153,0.2348,0.236
2.753000,0.0049,0.0201,0.2437,0.245
2.758000,0.0205,0.0264,0.2195,0.222
2.763000,0.0094,0.0255,0.2049,0.207
2.769000,-0.0264,0.0281,0.2199,0.223
2.773000,-0.0222,0.0487,0.2518,0.257
2.781000,0.0113,0.0246,0.2380,0.240
2.783000,0.0364,0.0199,0.2551,0.258
2.789000,0.0303,0.0358,0.2863,0.290
2.794000,0.0229,0.0138,0.2723,0.274
2.799000,0.0114,0.0357,0.2824,0.285
2.804000,0.0251,0.0689,0.2843,0.294
2.809000,0.0379,0.0343,0.2879,0.292
2.823000,0.0219,0.0297,0.2945,0.297
2.824000,-0.0006,0.0361,0.2997,0.302
2.825000,0.0185,0.0094,0.2506,0.251
2.829000,0.0325,0.0256,0.2347,0.238
2.860000,0.0174,0.0083,0.2450,0.246
2.861000,-0.0061,0.0034,0.2617,0.262
