time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.623000,0.2383,-0.1699,0.3253,0.438
0.628000,0.2144,-0.1562,0.3341,0.427
0.633000,0.2050,-0.1852,0.2821,0.395
0.638000,0.2239,-0.2417,0.2863,0.436
0.639000,0.2285,-0.1746,0.1862,0.343
0.645000,0.2093,-0.2129,0.1910,0.354
0.649000,0.1901,-0.1465,0.1958,0.310
0.653000,0.1854,-0.1890,0.2671,0.376
0.659000,0.2094,-0.1375,0.3103,0.399
0.663000,0.2285,-0.1559,0.2258,0.357
0.668000,0.1862,-0.1750,0.2245,0.340
0.673000,0.2229,-0.1658,0.2761,0.392
0.678000,0.1862,-0.1890,0.2585,0.370
0.683000,0.2038,-0.1711,0.2441,0.361
0.688000,0.2324,-0.1892,0.3040,0.427
0.693000,0.1916,-0.2038,0.2274,0.361
0.698000,0.2176,-0.1859,0.3396,0.444
0.703000,0.2370,-0.1851,0.2938,0.420
0.709000,0.2422,-0.2079,0.2642,0.414
0.713000,0.2426,-0.1723,0.2856,0.412
0.719000,0.2471,-0.2021,0.2142,0.384
0.723000,0.2610,-0.2083,0.2282,0.404
0.728000,0.2486,-0.2174,0.2068,0.390
0.733000,0.2210,-0.1864,0.2054,0.355
0.738000,0.2594,-0.1353,0.2233,0.368
0.745000,0.1952,-0.1897,0.2691,0.383
0.749000,0.2168,-0.1804,0.2414,0.371
0.754000,0.2276,-0.1882,0.2876,0.412
0.759000,0.2327,-0.1538,0.3268,0.430
0.764000,0.2024,-0.2034,0.2684,0.393
0.768000,0.2303,-0.1732,0.2541,0.384
0.773000,0.2246,-0.1699,0.2924,0.406
0.778000,0.1979,-0.1873,0.3007,0.406
0.783000,0.2168,-0.1848,0.2666,0.390
0.788000,0.2447,-0.1714,0.2241,0.373
0.793000,0.2345,-0.1999,0.2326,0.386
0.799000,0.2630,-0.2250,0.2555,0.430
0.803000,0.2239,-0.2361,0.2325,0.400
0.809000,0.1972,-0.2032,0.2124,0.354
0.814000,0.2196,-0.1693,0.1891,0.336
0.819000,0.2315,-0.2455,0.3039,0.454
0.824000,0.2411,-0.2065,0.2533,0.406
0.829000,0.1924,-0.2119,0.2937,0.410
0.834000,0.2307,-0.1969,0.2721,0.407
0.839000,0.2087,-0.1817,0.2635,0.382
0.844000,0.2453,-0.1672,0.2587,0.394
0.849000,0.2027,-0.2224,0.2581,0.396
0.854000,0.2434,-0.1340,0.2989,0.408
0.859000,0.2109,-0.1989,0.2449,0.379
0.864000,0.2403,-0.1441,0.3031,0.413
0.869000,0.2350,-0.1558,0.2913,0.405
0.873000,0.2450,-0.1561,0.2788,0.403
0.879000,0.1994,-0.1513,0.2252,0.337
0.884000,0.1901,-0.2146,0.2349,0.371
0.889000,0.2179,-0.1757,0.1635,0.324
0.894000,0.1920,-0.2006,0.2902,0.402
0.903000,0.2128,-0.1922,0.2377,0.372
0.904000,0.2501,-0.2004,0.2589,0.412
0.909000,0.2295,-0.1757,0.2676,0.394
0.914000,0.2000,-0.1929,0.2793,0.394
0.919000,0.2022,-0.1748,0.2239,0.349
0.924000,0.2308,-0.1884,0.2564,0.393
0.931000,0.2104,-0.1968,0.2638,0.391
0.934000,0.2228,-0.1748,0.2858,0.402
0.939000,0.2200,-0.1841,0.3182,0.428
0.945000,0.2067,-0.1692,0.3100,0.409
0.949000,0.2227,-0.1830,0.2305,0.369
0.954000,0.2504,-0.1767,0.2477,0.394
0.960000,0.2192,-0.1625,0.2431,0.365
0.964000,0.2309,-0.1668,0.2277,0.365
0.969000,0.2114,-0.1837,0.2542,0.378
0.974000,0.2186,-0.2138,0.2628,0.403
0.979000,0.2157,-0.1626,0.2261,0.352
0.984000,0.2061,-0.2031,0.2662,0.393
0.989000,0.2365,-0.2283,0.2711,0.426
0.994000,0.2433,-0.1869,0.2966,0.427
0.999000,0.2312,-0.2017,0.2662,0.406
1.004000,0.2242,-0.1858,0.2569,0.388
1.009000,0.2337,-0.2097,0.2688,0.413
1.014000,0.2195,-0.1708,0.2689,0.387
1.019000,0.2167,-0.1888,0.2960,0.413
1.024000,0.2179,-0.1481,0.2601,0.370
1.029000,0.2284,-0.1958,0.2402,0.385
1.034000,0.2008,-0.1957,0.2738,0.392
1.039000,0.2100,-0.1970,0.2555,0.385
1.045000,0.2281,-0.1939,0.2368,0.382
1.050000,0.2150,-0.1979,0.2169,0.364
1.055000,0.2151,-0.1424,0.2273,0.344
1.060000,0.2315,-0.1295,0.3092,0.407
1.065000,0.2335,-0.2118,0.2750,0.418
1.069000,0.2355,-0.2236,0.3025,0.444
1.074000,0.2437,-0.1815,0.3117,0.435
1.082000,0.2465,-0.1874,0.2792,0.417
1.085000,0.2397,-0.1595,0.2676,0.393
1.090000,0.2398,-0.1733,0.2511,0.388
1.098000,0.2050,-0.1669,0.2700,0.378
1.100000,0.2279,-0.1612,0.2623,0.383
1.105000,0.2492,-0.1336,0.2663,0.388
1.110000,0.2247,-0.1814,0.2724,0.397
1.115000,0.1928,-0.1785,0.2595,0.369
1.119000,0.2220,-0.1854,0.2404,0.376
1.124000,0.2441,-0.1932,0.2053,0.373
1.130000,0.1949,-0.1789,0.2164,0.342
1.135000,0.2388,-0.2008,0.2293,0.387
1.140000,0.2493,-0.2059,0.2734,0.423
1.145000,0.2267,-0.2009,0.2463,0.390
1.150000,0.2030,-0.1792,0.2104,0.343
1.155000,0.2331,-0.2230,0.2518,0.409
1.160000,0.2303,-0.1579,0.2279,0.360
1.165000,0.1919,-0.1601,0.2251,0.336
1.170000,0.2113,-0.2063,0.2145,0.365
1.175000,0.2215,-0.1908,0.2278,0.371
1.180000,0.2223,-0.1796,0.2497,0.379
1.185000,0.2108,-0.1691,0.2592,0.374
1.190000,0.2046,-0.1528,0.2747,0.375
1.195000,0.2035,-0.1651,0.2820,0.385
1.200000,0.2486,-0.1821,0.2408,0.391
1.205000,0.2341,-0.1888,0.2295,0.378
1.210000,0.2469,-0.1819,0.2621,0.403
1.216000,0.2298,-0.2283,0.2627,0.417
1.220000,0.1928,-0.2192,0.2906,0.412
1.225000,0.2243,-0.1960,0.3327,0.447
1.230000,0.2353,-0.1940,0.3073,0.433
1.235000,0.2058,-0.1701,0.2594,0.372
1.240000,0.2316,-0.1535,0.2408,0.368
1.245000,0.2172,-0.1600,0.2361,0.358
1.250000,0.1733,-0.1825,0.2368,0.346
1.255000,0.1907,-0.1836,0.2775,0.384
1.260000,0.2137,-0.1730,0.2785,0.391
1.265000,0.2319,-0.1903,0.2744,0.407
1.270000,0.2334,-0.1858,0.2976,0.421
1.275000,0.2332,-0.1819,0.3032,0.424
1.280000,0.2422,-0.1714,0.2583,0.393
1.285000,0.2469,-0.1964,0.2271,0.389
1.290000,0.2039,-0.2127,0.2372,0.378
1.295000,0.2172,-0.2130,0.2279,0.380
1.300000,0.2399,-0.1584,0.2332,0.370
1.305000,0.2140,-0.1607,0.2458,0.363
1.310000,0.2129,-0.1935,0.2411,0.375
1.315000,0.2094,-0.1697,0.2261,0.352
1.321000,0.1979,-0.1683,0.2022,0.329
1.325000,0.1905,-0.1702,0.2036,0.327
1.331000,0.1781,-0.1658,0.2149,0.325
1.336000,0.1936,-0.1807,0.2697,0.378
1.340000,0.2069,-0.1846,0.3029,0.411
1.346000,0.2319,-0.1951,0.2498,0.393
1.351000,0.2402,-0.1990,0.2467,0.398
1.356000,0.2337,-0.1751,0.2675,0.396
1.361000,0.2213,-0.1851,0.2532,0.384
1.366000,0.2094,-0.1995,0.2317,0.371
1.371000,0.2262,-0.1947,0.2077,0.364
1.375000,0.2262,-0.1994,0.2029,0.363
1.381000,0.2168,-0.1786,0.2312,0.364
1.386000,0.2399,-0.1914,0.2697,0.409
1.391000,0.2487,-0.2146,0.2611,0.420
1.396000,0.2379,-0.1948,0.2135,0.374
1.404000,0.2300,-0.1789,0.1930,0.349
1.406000,0.2071,-0.1795,0.2119,0.346
1.411000,0.2073,-0.1997,0.2560,0.385
1.416000,0.2113,-0.1728,0.2982,0.404
1.421000,0.2322,-0.1619,0.3015,0.414
1.426000,0.2343,-0.1870,0.3029,0.426
1.432000,0.2100,-0.1830,0.2954,0.406
1.436000,0.2018,-0.1752,0.2663,0.377
1.441000,0.2044,-0.1795,0.2661,0.381
1.446000,0.2256,-0.1975,0.2990,0.423
1.451000,0.2396,-0.1985,0.2736,0.414
1.456000,0.2130,-0.1861,0.2254,0.362
1.463000,0.2266,-0.2067,0.2451,0.393
1.473000,0.2348,-0.2124,0.2449,0.400
1.474000,0.1953,-0.2168,0.2546,0.387
1.477000,0.2244,-0.1985,0.2616,0.398
1.499000,0.2388,-0.1710,0.2401,0.379
1.500000,0.1943,-0.2046,0.2304,0.364
1.501000,0.2061,-0.1757,0.2371,0.360
1.502000,0.2229,-0.1506,0.2642,0.377
1.502000,0.2169,-0.1466,0.2506,0.362
1.507000,0.2219,-0.1833,0.2850,0.405
1.511000,0.2304,-0.2112,0.2876,0.425
1.516000,0.2072,-0.1726,0.2684,0.381
1.521000,0.1946,-0.1738,0.2802,0.383
1.526000,0.2130,-0.1596,0.2721,0.381
1.531000,0.2508,-0.1662,0.2867,0.416
1.536000,0.2160,-0.1639,0.2573,0.374
1.542000,0.1966,-0.1969,0.2137,0.351
1.547000,0.2397,-0.1917,0.2269,0.382
1.552000,0.2165,-0.1851,0.2460,0.376
1.557000,0.2156,-0.1678,0.2580,0.376
1.562000,0.2052,-0.1865,0.2492,0.373
1.567000,0.2027,-0.2252,0.2514,0.394
1.573000,0.1952,-0.2314,0.2854,0.416
1.578000,0.2151,-0.1713,0.2830,0.395
1.584000,0.2376,-0.1571,0.2692,0.392
1.587000,0.2204,-0.1898,0.2723,0.398
1.593000,0.2039,-0.1928,0.2591,0.382
1.598000,0.2017,-0.1763,0.2438,0.362
1.603000,0.2426,-0.1545,0.2449,0.378
1.608000,0.2474,-0.1735,0.2293,0.379
1.613000,0.2569,-0.1685,0.2676,0.407
1.623000,0.2170,-0.1696,0.2518,0.373
1.624000,0.2051,-0.2030,0.2181,0.362
1.627000,0.2330,-0.2085,0.2256,0.386
1.633000,0.2015,-0.1772,0.2316,0.354
1.648000,0.1672,-0.1751,0.2123,0.322
1.649000,0.1876,-0.1428,0.2439,0.339
1.649000,0.2285,-0.1518,0.2355,0.361
1.652000,0.2060,-0.1958,0.2315,0.367
1.657000,0.2129,-0.1751,0.2278,0.358
1.662000,0.2033,-0.1510,0.2679,0.369
1.667000,0.2037,-0.1454,0.2859,0.380
1.672000,0.2220,-0.1682,0.2668,0.386
1.677000,0.2336,-0.1690,0.2614,0.389
1.682000,0.2459,-0.1962,0.2656,0.412
1.687000,0.2320,-0.1909,0.2231,0.374
1.692000,0.2453,-0.1771,0.2183,0.373
1.697000,0.2270,-0.1640,0.2175,0.355
1.702000,0.2010,-0.1343,0.2529,0.350
1.707000,0.1819,-0.1432,0.3043,0.382
1.712000,0.1841,-0.1395,0.2403,0.333
1.726000,0.2262,-0.1777,0.2604,0.388
1.728000,0.2228,-0.1899,0.2589,0.391
1.728000,0.2369,-0.1557,0.2522,0.379
1.733000,0.2120,-0.1903,0.3059,0.418
1.759000,0.1965,-0.1844,0.2906,0.396
1.761000,0.1913,-0.1819,0.2482,0.362
1.762000,0.2170,-0.1791,0.2662,0.387
1.762000,0.2049,-0.1424,0.2782,0.374
1.763000,0.1991,-0.1954,0.2819,0.397
1.763000,0.1941,-0.1791,0.2808,0.385
1.769000,0.2113,-0.1886,0.2707,0.392
1.774000,0.2490,-0.1833,0.2356,0.389
1.778000,0.2504,-0.1397,0.1993,0.349
1.782000,0.2018,-0.1547,0.2210,0.337
1.787000,0.2019,-0.1929,0.2162,0.353
1.793000,0.2119,-0.1875,0.3097,0.419
1.797000,0.2390,-0.1958,0.2941,0.427
1.802000,0.1971,-0.1455,0.2493,0.350
1.807000,0.1950,-0.1675,0.2560,0.363
1.812000,0.1874,-0.1398,0.2648,0.353
1.821000,0.1983,-0.1158,0.2559,0.344
1.823000,0.2340,-0.1676,0.2487,0.380
1.827000,0.1898,-0.1813,0.1837,0.320
1.833000,0.2006,-0.1497,0.2649,0.364
1.848000,0.2027,-0.1940,0.2768,0.394
1.850000,0.2262,-0.1732,0.1986,0.347
1.850000,0.1999,-0.2181,0.2506,0.388
1.854000,0.1696,-0.1868,0.2220,0.336
1.858000,0.1853,-0.1969,0.2533,0.370
1.863000,0.2215,-0.2237,0.2285,0.389
1.868000,0.2007,-0.1947,0.2252,0.359
1.873000,0.1995,-0.1871,0.2358,0.361
1.878000,0.2141,-0.1711,0.2738,0.387
1.883000,0.2071,-0.1968,0.2805,0.400
1.888000,0.2118,-0.1986,0.2661,0.394
1.893000,0.1987,-0.1632,0.2393,0.351
1.898000,0.2372,-0.1761,0.2926,0.416
1.907000,0.1960,-0.1929,0.2369,0.363
1.908000,0.1997,-0.1170,0.2250,0.323
1.913000,0.2255,-0.1426,0.2322,0.354
1.919000,0.2274,-0.1738,0.2561,0.384
1.923000,0.2136,-0.1605,0.2760,0.384
1.928000,0.2332,-0.1894,0.2670,0.402
1.934000,0.2249,-0.2153,0.2557,0.403
1.939000,0.2599,-0.1875,0.2083,0.382
1.944000,0.2598,-0.1993,0.2657,0.422
1.949000,0.1898,-0.1623,0.2125,0.328
1.959000,0.2142,-0.2112,0.2373,0.383
1.961000,0.2004,-0.1845,0.2694,0.383
1.964000,0.1922,-0.1719,0.2792,0.380
1.986000,0.2003,-0.1335,0.2129,0.321
1.988000,0.2385,-0.1468,0.2919,0.405
1.989000,0.2309,-0.1970,0.2915,0.421
1.989000,0.2417,-0.2137,0.2414,0.403
1.990000,0.2146,-0.1537,0.2651,0.374
1.993000,0.2107,-0.1762,0.1820,0.329
1.998000,0.2192,-0.1835,0.2558,0.384
2.003000,0.2132,-0.1599,0.2884,0.393
2.008000,0.1941,-0.2011,0.2474,0.373
2.013000,0.2432,-0.1503,0.3022,0.416
2.018000,0.2385,-0.2015,0.2415,0.395
2.023000,0.2383,-0.2267,0.2092,0.390
2.029000,0.2367,-0.1942,0.2794,0.414
2.033000,0.2094,-0.1837,0.2311,0.362
2.039000,0.2175,-0.1539,0.2733,0.382
2.044000,0.2003,-0.1938,0.2964,0.407
2.048000,0.2256,-0.1631,0.2974,0.407
2.054000,0.1619,-0.2065,0.1973,0.328
2.059000,0.1939,-0.1286,0.2489,0.341
2.064000,0.1892,-0.1616,0.2678,0.366
2.069000,0.1943,-0.1855,0.2820,0.389
2.077000,0.2180,-0.1942,0.2854,0.408
2.079000,0.2312,-0.1660,0.2104,0.354
2.084000,0.1897,-0.1802,0.2390,0.354
2.095000,0.2649,-0.2040,0.2625,0.425
2.096000,0.2124,-0.1895,0.2388,0.372
2.096000,0.2026,-0.1510,0.2531,0.358
2.100000,0.1833,-0.1887,0.2675,0.375
2.122000,0.2307,-0.1364,0.2056,0.338
2.123000,0.2263,-0.1928,0.2147,0.367
2.124000,0.2170,-0.1886,0.2999,0.415
2.124000,0.2685,-0.1602,0.2633,0.409
2.125000,0.1894,-0.1457,0.2486,0.345
2.135000,0.1831,-0.2059,0.2670,0.384
2.136000,0.2295,-0.1467,0.2115,0.345
2.149000,0.2216,-0.1777,0.2518,0.380
2.149000,0.2168,-0.1600,0.2253,0.351
2.150000,0.2119,-0.1917,0.2797,0.400
2.166000,0.1886,-0.1793,0.3002,0.397
2.166000,0.2197,-0.2200,0.2598,0.405
2.167000,0.1984,-0.1627,0.2670,0.370
2.169000,0.1746,-0.2141,0.2629,0.381
2.183000,0.2006,-0.1806,0.2174,0.347
2.185000,0.2247,-0.1785,0.2464,0.378
2.185000,0.2171,-0.1513,0.2528,0.366
2.201000,0.1897,-0.1850,0.2441,0.360
2.203000,0.2147,-0.1650,0.2748,0.386
2.205000,0.1900,-0.1902,0.2637,0.377
2.206000,0.2145,-0.1303,0.2272,0.339
2.216000,0.2166,-0.2092,0.2288,0.378
2.217000,0.2167,-0.2250,0.2864,0.424
2.219000,0.1948,-0.1776,0.3090,0.406
2.235000,0.2279,-0.1730,0.2319,0.368
2.236000,0.1919,-0.1208,0.2244,0.319
2.237000,0.1921,-0.1851,0.2591,0.372
2.255000,0.1837,-0.2013,0.2497,0.370
2.256000,0.1999,-0.1894,0.2354,0.362
2.256000,0.2231,-0.1706,0.2854,0.400
2.256000,0.2085,-0.1900,0.2530,0.379
2.264000,0.2106,-0.1458,0.2398,0.351
2.265000,0.1813,-0.1992,0.1964,0.333
2.269000,0.1985,-0.1901,0.2204,0.352
2.280000,0.1887,-0.1626,0.2454,0.350
2.281000,0.1743,-0.1717,0.3069,0.392
2.284000,0.2309,-0.1569,0.2820,0.397
2.297000,0.2312,-0.1630,0.3020,0.414
2.298000,0.2215,-0.1932,0.2603,0.393
2.299000,0.2203,-0.1815,0.2366,0.371
2.304000,0.2284,-0.1911,0.2298,0.376
2.315000,0.2134,-0.2096,0.2496,0.390
2.316000,0.1940,-0.2287,0.2775,0.409
2.320000,0.2071,-0.1709,0.2210,0.348
2.331000,0.1898,-0.1598,0.3190,0.404
2.333000,0.2062,-0.1554,0.2629,0.369
2.334000,0.1779,-0.1306,0.2203,0.312
2.352000,0.1915,-0.1337,0.2587,0.349
2.354000,0.1916,-0.2069,0.2873,0.403
2.354000,0.1866,-0.1662,0.2637,0.363
2.369000,0.1700,-0.1823,0.2185,0.331
2.371000,0.1546,-0.1491,0.2335,0.317
2.372000,0.1678,-0.1558,0.2661,0.351
2.373000,0.2064,-0.1747,0.2839,0.392
2.384000,0.2181,-0.1240,0.2711,0.369
2.385000,0.1728,-0.1459,0.2134,0.311
2.386000,0.2115,-0.1735,0.2811,0.392
2.407000,0.2122,-0.1973,0.2742,0.399
2.409000,0.1863,-0.2022,0.2713,0.386
2.410000,0.2298,-0.1906,0.2609,0.396
2.410000,0.1935,-0.2026,0.2314,0.363
2.410000,0.2065,-0.2067,0.2770,0.403
2.414000,0.2060,-0.1770,0.2802,0.390
2.419000,0.2038,-0.1800,0.2286,0.355
2.424000,0.2148,-0.1570,0.2259,0.349
2.429000,0.1995,-0.1752,0.2180,0.344
2.434000,0.1903,-0.2232,0.2442,0.382
2.439000,0.1964,-0.2171,0.2714,0.399
2.444000,0.2134,-0.1786,0.2807,0.395
2.449000,0.1926,-0.1611,0.2854,0.380
2.454000,0.1845,-0.1877,0.2722,0.379
2.459000,0.1772,-0.1650,0.3142,0.397
2.465000,0.1891,-0.1864,0.2546,0.368
2.470000,0.1903,-0.1759,0.2220,0.341
2.475000,0.1927,-0.1934,0.2799,0.391
2.480000,0.2153,-0.2054,0.2974,0.421
2.485000,0.1950,-0.1857,0.2751,0.385
2.491000,0.2058,-0.1781,0.2185,0.349
2.496000,0.2415,-0.1674,0.2108,0.362
2.500000,0.2416,-0.1773,0.2841,0.413
2.505000,0.2032,-0.1721,0.3002,0.401
2.516000,0.1898,-0.2262,0.2619,0.395
2.517000,0.2205,-0.1844,0.2756,0.398
2.521000,0.2090,-0.1685,0.2458,0.364
2.538000,0.2297,-0.1827,0.2224,0.368
2.540000,0.2053,-0.1599,0.2633,0.370
2.540000,0.2432,-0.1282,0.2818,0.394
2.541000,0.2060,-0.1561,0.2685,0.373
2.545000,0.1863,-0.1756,0.2461,0.355
2.550000,0.1859,-0.1574,0.2915,0.380
2.555000,0.2107,-0.1520,0.2891,0.389
2.560000,0.2129,-0.1732,0.2672,0.383
2.566000,0.2018,-0.1628,0.2399,0.353
2.570000,0.1922,-0.1957,0.2324,0.360
2.576000,0.1858,-0.2063,0.2597,0.380
2.581000,0.1970,-0.1697,0.2819,0.383
2.585000,0.2193,-0.1635,0.2898,0.399
2.591000,0.2210,-0.1842,0.2914,0.409
2.596000,0.1955,-0.1859,0.2535,0.370
2.600000,0.2060,-0.1795,0.2371,0.362
2.605000,0.2082,-0.1715,0.2543,0.371
2.611000,0.1939,-0.1622,0.2937,0.388
2.616000,0.1919,-0.1929,0.3044,0.408
2.621000,0.2027,-0.1901,0.2518,0.375
2.635000,0.2111,-0.1965,0.2396,0.375
2.638000,0.2006,-0.1735,0.2331,0.353
2.639000,0.2177,-0.1632,0.2667,0.381
2.671000,0.2258,-0.2045,0.2673,0.405
2.673000,0.2193,-0.1991,0.2531,0.390
2.674000,0.2086,-0.1650,0.2620,0.373
2.676000,0.2004,-0.1658,0.2645,0.371
2.677000,0.2164,-0.1821,0.2509,0.378
2.678000,0.2040,-0.2053,0.2376,0.374
2.678000,0.2008,-0.2046,0.2339,0.370
2.679000,0.1995,-0.1795,0.2745,0.384
2.683000,0.1937,-0.1594,0.2520,0.356
2.686000,0.2136,-0.1624,0.2367,0.358
2.691000,0.2184,-0.1511,0.2825,0.388
2.696000,0.2096,-0.1508,0.2831,0.383
2.701000,0.1992,-0.1869,0.2337,0.359
2.706000,0.1848,-0.1901,0.2379,0.356
2.711000,0.2010,-0.1617,0.2300,0.346
2.716000,0.1948,-0.1748,0.2431,0.357
2.721000,0.1867,-0.1905,0.2674,0.378
2.726000,0.2091,-0.1858,0.2620,0.383
2.731000,0.1995,-0.1865,0.2742,0.387
2.736000,0.2017,-0.1753,0.2812,0.388
2.741000,0.1894,-0.1677,0.2475,0.354
2.748000,0.1869,-0.1939,0.2350,0.357
2.751000,0.1992,-0.1865,0.2647,0.380
2.757000,0.2236,-0.1677,0.2607,0.382
2.777000,0.2163,-0.1488,0.2435,0.358
2.778000,0.2158,-0.1546,0.2487,0.364
