time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.287000,0.1130,0.0316,0.1037,0.157
0.292000,0.1222,0.0269,0.0868,0.152
0.297000,0.1065,0.0410,0.0754,0.137
0.302000,0.1137,0.0621,0.0667,0.146
0.307000,0.1158,0.0231,0.0604,0.133
0.312000,0.0970,0.0132,0.1207,0.155
0.317000,0.0962,0.0449,0.1224,0.162
0.322000,0.1086,0.0533,0.0626,0.136
0.327000,0.1191,0.0372,0.0588,0.138
0.332000,0.1095,0.0308,0.0568,0.127
0.338000,0.1074,0.0046,0.0852,0.137
0.342000,0.1133,0.0283,0.1145,0.164
0.347000,0.1059,0.0407,0.1002,0.151
0.352000,0.0922,0.0212,0.0932,0.133
0.357000,0.1056,0.0329,0.0998,0.149
0.363000,0.1343,0.0423,0.1039,0.175
0.367000,0.1320,0.0184,0.1135,0.175
0.372000,0.1160,0.0184,0.1220,0.169
0.378000,0.1022,0.0343,0.1115,0.155
0.382000,0.1167,0.0582,0.1192,0.177
0.390000,0.1245,0.0590,0.0888,0.164
0.393000,0.0916,0.0404,0.0674,0.121
0.397000,0.1021,-0.0065,0.0657,0.122
0.402000,0.1040,0.0224,0.0980,0.145
0.407000,0.1200,0.0373,0.1332,0.183
0.412000,0.1111,0.0219,0.1001,0.151
0.417000,0.0915,0.0217,0.1326,0.163
0.422000,0.1324,0.0253,0.0992,0.167
0.428000,0.1210,0.0538,0.0754,0.152
0.432000,0.1194,0.0572,0.0738,0.152
0.437000,0.1469,0.0655,0.0880,0.183
0.442000,0.1132,0.0429,0.0918,0.152
0.448000,0.1066,0.0304,0.0546,0.124
0.452000,0.1148,0.0196,0.0655,0.134
0.457000,0.1225,0.0553,0.0606,0.147
0.463000,0.1277,0.0395,0.0431,0.140
0.468000,0.1208,-0.0009,0.1027,0.159
0.472000,0.1273,0.0249,0.0828,0.154
0.478000,0.1200,0.0396,0.0618,0.141
0.483000,0.1078,0.0341,0.0861,0.142
0.487000,0.1119,0.0225,0.0732,0.136
0.493000,0.1084,0.0525,0.0577,0.134
0.498000,0.1209,0.0567,0.1404,0.194
0.503000,0.1022,0.0161,0.0965,0.142
0.508000,0.1240,0.0288,0.0510,0.137
0.513000,0.1193,0.0213,0.0845,0.148
0.518000,0.0987,0.0310,0.0887,0.136
0.525000,0.1054,0.0142,0.0910,0.140
0.528000,0.1122,-0.0287,0.1035,0.155
0.533000,0.0922,0.0159,0.0890,0.129
0.538000,0.1207,0.0078,0.1344,0.181
0.543000,0.1404,0.0381,0.1193,0.188
0.548000,0.1370,0.0340,0.0981,0.172
0.553000,0.1356,0.0711,0.1240,0.197
0.558000,0.1199,0.0876,0.0449,0.155
0.563000,0.0924,0.0566,0.1189,0.161
0.568000,0.1106,0.0482,0.1347,0.181
0.573000,0.0959,0.0701,0.0778,0.142
0.578000,0.1062,0.0518,0.1283,0.174
0.583000,0.0813,0.0571,0.1347,0.167
0.588000,0.1179,0.0423,0.1100,0.167
0.593000,0.1158,0.0532,0.0781,0.149
0.598000,0.1095,0.0446,0.0741,0.140
0.603000,0.1241,0.0216,0.0579,0.139
0.608000,0.1454,0.0430,0.0871,0.175
0.613000,0.0915,0.0444,0.0617,0.119
0.618000,0.1052,0.0683,0.0325,0.130
0.625000,0.1278,0.0779,0.0727,0.166
0.628000,0.1288,0.0381,0.0985,0.167
0.633000,0.1296,0.0164,0.0658,0.146
0.638000,0.1191,0.0231,0.1114,0.165
0.643000,0.1210,0.0395,0.0999,0.162
0.648000,0.1235,0.0521,0.1087,0.173
0.653000,0.1520,0.0270,0.0891,0.178
0.658000,0.0958,0.0283,0.1183,0.155
0.663000,0.1072,0.0136,0.1149,0.158
0.668000,0.1210,0.0683,0.1327,0.192
0.673000,0.1150,0.0606,0.1214,0.178
0.678000,0.1229,0.0219,0.1107,0.167
0.683000,0.1204,0.0144,0.1229,0.173
0.688000,0.1091,0.0556,0.0714,0.142
0.693000,0.1155,0.0691,0.0945,0.164
0.700000,0.1251,0.0893,0.1105,0.189
0.703000,0.1099,0.0446,0.1082,0.161
0.708000,0.0954,0.0243,0.1006,0.141
0.714000,0.1079,0.0454,0.1234,0.170
0.718000,0.1274,0.0459,0.1131,0.176
0.724000,0.0892,0.0228,0.0925,0.131
0.729000,0.0423,0.0065,0.0558,0.070
0.733000,0.1018,0.0120,0.1162,0.155
0.739000,0.0901,0.0452,0.0456,0.111
0.744000,0.0948,0.0453,0.1111,0.153
0.749000,0.1006,0.0442,0.0549,0.123
0.753000,0.1106,0.0428,0.0771,0.141
0.759000,0.0999,0.0809,0.1434,0.193
0.764000,0.1406,0.0297,0.1415,0.202
0.769000,0.1288,0.0482,0.1453,0.200
0.776000,0.1030,0.0047,0.0576,0.118
0.779000,0.1018,0.0581,0.1243,0.171
0.784000,0.1222,0.0437,0.0848,0.155
0.789000,0.0830,0.0319,0.1110,0.142
0.794000,0.1110,0.0397,0.1104,0.161
0.799000,0.0953,0.0297,0.0740,0.124
0.803000,0.1138,0.0203,0.1248,0.170
0.809000,0.1622,0.0528,0.0396,0.175
0.814000,0.1257,0.0371,0.0927,0.161
0.819000,0.1096,0.0934,0.0619,0.157
0.824000,0.1182,0.0401,0.1045,0.163
0.829000,0.0745,0.0334,0.0970,0.127
0.834000,0.1270,0.0536,0.1580,0.210
0.839000,0.1210,0.0296,0.1017,0.161
0.844000,0.1009,0.0057,0.1680,0.196
0.849000,0.0732,0.0428,0.1063,0.136
0.854000,0.1231,0.0600,0.1134,0.178
0.859000,0.1335,0.0510,0.0825,0.165
0.864000,0.1518,0.0519,0.0183,0.161
0.869000,0.0844,0.0665,0.0075,0.108
0.874000,0.0930,0.0824,0.1329,0.182
0.879000,0.0903,0.0408,0.1038,0.143
0.884000,0.1261,0.0218,0.0682,0.145
0.889000,0.1126,0.0021,0.0873,0.143
0.894000,0.1224,0.0739,0.1026,0.176
0.899000,0.1348,0.0311,0.0267,0.141
0.904000,0.0980,-0.0085,0.0970,0.138
0.909000,0.0927,0.0560,0.1243,0.165
0.914000,0.0796,0.0421,0.1065,0.139
0.919000,0.1124,0.0423,0.1372,0.182
0.924000,0.1166,0.0516,0.0495,0.137
0.929000,0.0837,0.0369,0.1237,0.154
0.934000,0.0983,0.0040,0.0534,0.112
0.939000,0.1269,0.0140,0.0961,0.160
0.944000,0.1506,0.0663,0.1008,0.193
0.949000,0.1174,0.0664,0.0913,0.163
0.954000,0.1126,0.0760,0.0961,0.166
0.955000,0.0983,0.0424,0.0770,0.132
0.959000,0.1220,0.0187,0.0436,0.131
0.964000,0.1080,0.0184,0.0813,0.136
0.969000,0.1077,0.0374,0.0439,0.122
0.974000,0.0798,0.0470,0.0622,0.112
0.979000,0.1124,0.0849,0.1189,0.184
0.984000,0.1225,0.0436,0.0218,0.132
0.989000,0.0993,0.0705,0.0893,0.151
0.994000,0.1266,0.0110,0.1192,0.174
0.999000,0.1092,0.0462,0.1247,0.172
1.004000,0.1132,0.0384,0.1525,0.194
1.012000,0.1042,0.0379,0.0432,0.119
1.015000,0.1132,0.0426,0.1074,0.162
1.020000,0.1275,0.0291,0.1013,0.165
1.025000,0.1235,0.0012,0.0554,0.135
1.029000,0.1141,0.0225,0.1301,0.175
1.034000,0.1045,0.0327,0.0802,0.136
1.039000,0.1083,0.0513,0.0904,0.150
1.044000,0.1222,0.0838,0.0913,0.174
1.049000,0.1142,0.0591,0.1003,0.163
1.054000,0.1092,0.0351,0.0875,0.144
1.060000,0.1132,0.0024,0.0865,0.143
1.064000,0.1091,0.0447,0.0865,0.146
1.070000,0.1221,0.0528,0.0909,0.161
1.074000,0.1277,0.0001,0.1001,0.162
1.080000,0.1239,0.0218,0.0965,0.159
1.085000,0.1016,0.0156,0.0874,0.135
1.089000,0.1215,0.0367,0.0996,0.161
1.095000,0.0976,0.0129,0.0401,0.106
1.100000,0.1339,0.0448,0.0901,0.168
1.104000,0.1254,0.0484,0.1522,0.203
1.110000,0.0937,0.0787,0.0982,0.157
1.116000,0.1074,0.0651,0.0913,0.155
1.120000,0.1224,0.0375,0.1041,0.165
1.125000,0.1238,0.0428,0.0972,0.163
1.130000,0.1365,0.0058,0.1469,0.201
1.135000,0.0874,0.0597,0.0650,0.124
1.140000,0.1183,0.0425,0.0992,0.160
1.145000,0.1152,0.0140,0.0973,0.151
1.150000,0.1139,0.0146,0.0794,0.140
1.155000,0.1180,0.0442,0.1019,0.162
1.160000,0.0732,0.0072,0.1140,0.136
1.165000,0.0991,0.0667,0.1235,0.172
1.170000,0.1291,0.0200,0.0714,0.149
1.175000,0.1332,0.0594,0.1158,0.186
1.180000,0.1128,0.0475,0.1004,0.158
1.185000,0.1133,0.0438,0.0514,0.132
1.190000,0.0857,0.0235,0.0434,0.099
1.195000,0.1127,0.0357,0.0636,0.134
1.204000,0.0826,0.0667,0.0553,0.120
1.205000,0.0916,0.0563,0.1290,0.168
1.210000,0.1027,0.0570,0.0882,0.147
1.215000,0.1005,0.0340,0.0849,0.136
1.220000,0.1078,0.0174,0.0865,0.139
1.225000,0.0976,0.0741,0.1180,0.170
1.230000,0.0873,0.0400,0.1209,0.154
1.235000,0.0932,0.0491,0.0693,0.126
1.240000,0.1220,0.0301,0.1123,0.169
1.245000,0.1243,0.0442,0.0822,0.155
1.250000,0.0886,0.0526,0.0876,0.135
1.255000,0.1070,0.0651,0.0836,0.151
1.260000,0.1175,0.0450,0.1545,0.199
1.265000,0.1261,0.0661,0.1002,0.174
1.270000,0.1318,0.0311,0.0817,0.158
1.275000,0.0647,0.0657,0.1006,0.136
1.280000,0.0918,0.0440,0.1094,0.149
1.285000,0.1229,0.0310,0.1330,0.184
1.290000,0.1280,0.0450,0.1280,0.186
1.296000,0.1020,0.0492,0.1211,0.166
1.300000,0.1018,0.0528,0.1089,0.158
1.305000,0.0963,0.0133,0.1130,0.149
1.311000,0.1382,0.0123,0.1336,0.193
1.315000,0.1075,0.0485,0.0733,0.139
1.321000,0.1155,0.0369,0.0456,0.130
1.325000,0.0932,0.0773,0.0760,0.143
1.330000,0.1020,0.0526,0.0865,0.144
1.336000,0.1150,0.0433,0.1225,0.174
1.340000,0.0886,0.0375,0.0698,0.119
1.346000,0.1113,0.0209,0.1017,0.152
1.351000,0.1115,0.0551,0.0880,0.152
1.356000,0.0937,0.0440,0.0946,0.140
1.361000,0.1062,0.0423,0.0444,0.123
1.366000,0.1126,0.0660,0.0452,0.138
1.371000,0.0846,0.0317,0.0949,0.131
1.376000,0.0950,0.0370,0.0791,0.129
1.384000,0.1168,0.0242,0.0915,0.150
1.386000,0.1013,-0.0113,0.0905,0.136
1.391000,0.1070,0.0158,0.0967,0.145
1.396000,0.0988,0.0443,0.0667,0.127
1.401000,0.1070,0.0192,0.0733,0.131
1.406000,0.0856,0.0338,0.0614,0.111
1.411000,0.0946,0.0414,0.0664,0.123
1.416000,0.1131,0.0532,0.0788,0.148
1.421000,0.1174,0.0422,0.0717,0.144
1.426000,0.1241,0.0351,0.0739,0.149
1.431000,0.1302,0.0649,0.0504,0.154
1.436000,0.1152,0.0156,0.0748,0.138
1.441000,0.1240,0.0397,0.1011,0.165
1.447000,0.1348,0.0378,0.0860,0.164
1.451000,0.1298,0.0222,0.0736,0.151
1.457000,0.1074,0.0432,0.0979,0.152
1.462000,0.1045,0.0349,0.1104,0.156
1.466000,0.0917,0.0447,0.1392,0.173
1.472000,0.1092,0.0544,0.1249,0.175
1.477000,0.1189,0.0325,0.0851,0.150
1.482000,0.1172,0.0653,0.0500,0.143
1.487000,0.0921,0.0318,0.0887,0.132
1.492000,0.1070,0.0363,0.1464,0.185
1.497000,0.1251,0.0453,0.1320,0.187
1.502000,0.1298,0.0589,0.0843,0.166
1.507000,0.1221,0.0261,0.0919,0.155
1.512000,0.1108,0.0420,0.1117,0.163
1.523000,0.1317,0.0401,0.0725,0.156
1.524000,0.1093,0.0503,0.0875,0.149
1.527000,0.1123,0.0613,0.0833,0.153
1.547000,0.1084,0.0476,0.0673,0.136
1.548000,0.1095,0.0674,0.0822,0.153
1.548000,0.1195,0.0600,0.0853,0.159
1.549000,0.1125,0.0484,0.0757,0.144
1.552000,0.1392,0.0386,0.0985,0.175
1.557000,0.1303,0.0167,0.1093,0.171
1.561000,0.1260,0.0103,0.0940,0.157
1.567000,0.1152,0.0325,0.0662,0.137
1.572000,0.1133,0.0057,0.0557,0.126
1.577000,0.1038,0.0188,0.0662,0.125
1.582000,0.1349,0.0205,0.0919,0.164
1.587000,0.1134,0.0257,0.0914,0.148
1.592000,0.0835,0.0583,0.0760,0.127
1.597000,0.1124,0.0648,0.0999,0.164
1.602000,0.1247,0.0551,0.0866,0.162
1.607000,0.1013,0.0592,0.0597,0.132
1.612000,0.0843,0.0432,0.0906,0.131
1.617000,0.1043,0.0269,0.1015,0.148
1.622000,0.1292,0.0026,0.0749,0.149
1.627000,0.1056,0.0109,0.1002,0.146
1.633000,0.1174,0.0398,0.1295,0.179
1.637000,0.1314,0.0489,0.0868,0.165
1.642000,0.1182,0.0484,0.0555,0.139
1.648000,0.0923,0.0544,0.0867,0.138
1.653000,0.1123,0.0295,0.0423,0.124
1.658000,0.1112,0.0373,0.0508,0.128
1.662000,0.1059,0.0503,0.1056,0.158
1.671000,0.1102,0.0320,0.0927,0.148
1.673000,0.0917,0.0430,0.0790,0.129
1.684000,0.0924,0.0513,0.0743,0.129
1.685000,0.1323,0.0444,0.0569,0.151
1.696000,0.1289,0.0347,0.0734,0.152
1.697000,0.0968,0.0253,0.0858,0.132
1.698000,0.1215,0.0403,0.0720,0.147
1.705000,0.1225,0.0516,0.0745,0.152
1.707000,0.0771,0.0152,0.0792,0.112
1.712000,0.0827,0.0042,0.0646,0.105
1.717000,0.1133,0.0255,0.0674,0.134
1.722000,0.1037,0.0450,0.0720,0.134
1.727000,0.1133,0.0476,0.1029,0.160
1.732000,0.0972,0.0710,0.0895,0.150
1.737000,0.0774,0.0745,0.0265,0.111
1.742000,0.1110,0.0333,0.0685,0.135
1.748000,0.1142,0.0260,0.1244,0.171
1.752000,0.1158,0.0374,0.0905,0.152
1.757000,0.1238,0.0432,0.0730,0.150
1.762000,0.1140,0.0399,0.0897,0.150
1.768000,0.1047,0.0407,0.0743,0.135
1.773000,0.0991,0.0265,0.0902,0.137
1.778000,0.1214,0.0168,0.0944,0.155
1.783000,0.1377,0.0276,0.0948,0.169
1.788000,0.1212,0.0453,0.0994,0.163
1.793000,0.1151,0.0544,0.0951,0.159
1.799000,0.1224,0.0623,0.0753,0.157
1.806000,0.1206,0.0581,0.0470,0.142
1.809000,0.1089,0.0570,0.0576,0.136
1.814000,0.1221,0.0624,0.0703,0.154
1.831000,0.1237,0.0584,0.0989,0.169
1.833000,0.0976,0.0468,0.0984,0.146
1.833000,0.1077,0.0347,0.0809,0.139
1.834000,0.1143,0.0253,0.1089,0.160
1.838000,0.1056,0.0343,0.1370,0.176
1.843000,0.0966,0.0537,0.1140,0.159
1.848000,0.1025,0.0559,0.0863,0.145
1.853000,0.0973,0.0429,0.1002,0.146
1.858000,0.0997,0.0302,0.1002,0.145
1.868000,0.1088,0.0306,0.0720,0.134
1.870000,0.1248,0.0108,0.1088,0.166
1.873000,0.1260,0.0262,0.1419,0.192
1.879000,0.1299,0.0417,0.0970,0.167
1.883000,0.1086,0.0340,0.1032,0.154
1.888000,0.1183,0.0380,0.1401,0.187
1.898000,0.1173,0.0277,0.1101,0.163
1.899000,0.1240,0.0197,0.0812,0.150
1.903000,0.1227,0.0275,0.0868,0.153
1.908000,0.1091,0.0377,0.0665,0.133
1.913000,0.1096,0.0549,0.0917,0.153
1.919000,0.1118,0.0568,0.1077,0.165
1.927000,0.0985,0.0360,0.0314,0.109
1.929000,0.0987,0.0281,0.0700,0.124
1.933000,0.1338,0.0542,0.1235,0.190
1.938000,0.1444,0.0769,0.0899,0.187
1.943000,0.1199,0.0653,0.1254,0.185
1.949000,0.1132,0.0566,0.1041,0.164
1.957000,0.1060,0.0623,0.0952,0.156
1.959000,0.1153,0.0449,0.0755,0.145
1.964000,0.1120,0.0503,0.1059,0.162
1.977000,0.1057,0.0576,0.1115,0.164
1.978000,0.1040,0.0343,0.0720,0.131
1.978000,0.1039,0.0565,0.0879,0.147
1.987000,0.1165,0.0342,0.0912,0.152
1.989000,0.1261,0.0329,0.0766,0.151
1.993000,0.1135,0.0323,0.0894,0.148
1.998000,0.0991,0.0572,0.0729,0.136
2.003000,0.0958,0.0304,0.0407,0.108
2.008000,0.0972,0.0346,0.0782,0.129
2.017000,0.0930,0.0893,0.0800,0.152
2.019000,0.0911,0.0691,0.0885,0.145
2.023000,0.1257,0.0517,0.1209,0.182
2.028000,0.1131,0.0551,0.1212,0.175
2.034000,0.0890,0.0430,0.0925,0.135
2.038000,0.1138,0.0658,0.1114,0.172
2.050000,0.1018,0.0392,0.1416,0.179
2.052000,0.1038,0.0053,0.1067,0.149
2.062000,0.0921,0.0374,0.0691,0.121
2.064000,0.0756,0.0631,0.1078,0.146
2.065000,0.0939,0.0388,0.1536,0.184
2.085000,0.1132,0.0641,0.1215,0.178
2.086000,0.1058,0.0694,0.0929,0.157
2.086000,0.0875,0.0405,0.0770,0.123
2.086000,0.0817,0.0618,0.0949,0.140
2.092000,0.1188,0.0344,0.1042,0.162
2.093000,0.0907,0.0539,0.0870,0.137
2.099000,0.0674,0.0257,0.0565,0.092
2.110000,0.1018,0.0532,0.0911,0.147
2.112000,0.0789,0.0604,0.1091,0.148
2.113000,0.1138,0.0245,0.0872,0.145
2.118000,0.0969,0.0206,0.1163,0.153
2.123000,0.0918,0.0368,0.0963,0.138
2.128000,0.0993,0.0220,0.0738,0.126
2.133000,0.1128,0.0331,0.0792,0.142
2.142000,0.1513,0.0377,0.0349,0.160
2.144000,0.1252,0.0538,0.0881,0.162
2.149000,0.1024,0.0673,0.1341,0.182
2.160000,0.1146,0.0924,0.0985,0.177
2.161000,0.1130,0.0676,0.0900,0.160
2.164000,0.0923,0.0845,0.0893,0.154
2.187000,0.0910,0.0730,0.0915,0.148
2.188000,0.1157,0.0570,0.0685,0.146
2.189000,0.1125,0.0483,0.1112,0.165
2.189000,0.0812,0.0410,0.1140,0.146
2.192000,0.1155,0.0841,0.0978,0.173
2.194000,0.0978,0.0698,0.0535,0.132
2.205000,0.1360,0.0537,0.0840,0.169
2.206000,0.0747,0.0399,0.1050,0.135
2.209000,0.0950,0.0624,0.0676,0.132
2.214000,0.1068,0.0619,0.0849,0.150
2.219000,0.1377,0.0750,0.0669,0.170
2.225000,0.1156,0.0700,0.1194,0.180
2.235000,0.1046,0.0924,0.1422,0.199
2.236000,0.1029,0.0481,0.0496,0.124
2.239000,0.0838,0.0377,0.0846,0.125
2.244000,0.1238,0.0173,0.1006,0.160
2.249000,0.1107,0.0676,0.1052,0.167
2.254000,0.1400,0.0205,0.1256,0.189
2.267000,0.0994,0.0538,0.1025,0.153
2.269000,0.0792,0.0744,0.0855,0.138
2.271000,0.1045,0.0338,0.0863,0.140
2.274000,0.1046,0.0535,0.1040,0.157
2.280000,0.0818,0.0309,0.0504,0.101
2.284000,0.0969,0.0668,0.1213,0.169
2.289000,0.1135,0.0580,0.1019,0.163
2.299000,0.1059,0.0497,0.1077,0.159
2.301000,0.0643,0.0265,0.0886,0.113
2.311000,0.1232,0.0653,0.0707,0.156
2.313000,0.1233,0.0426,0.0720,0.149
2.315000,0.0999,0.0345,0.1392,0.175
2.320000,0.1443,0.0668,0.1032,0.190
2.328000,0.1236,0.0520,0.0883,0.161
2.329000,0.0952,0.0352,0.1033,0.145
2.334000,0.1096,0.0373,0.0827,0.142
2.339000,0.1206,0.0544,0.0594,0.145
2.344000,0.1044,0.0571,0.1202,0.169
2.349000,0.1112,0.0792,0.1182,0.181
2.355000,0.0900,0.0423,0.0601,0.116
2.359000,0.0932,0.0662,0.0850,0.142
2.364000,0.0831,0.0853,0.0739,0.140
2.369000,0.1122,0.0555,0.0966,0.158
2.374000,0.0951,0.0648,0.1039,0.155
2.380000,0.1017,0.0671,0.0873,0.150
2.384000,0.1257,0.0427,0.1020,0.167
2.389000,0.0986,0.0702,0.1161,0.168
2.395000,0.1488,0.0226,0.0683,0.165
2.400000,0.1006,0.0406,0.0889,0.140
2.413000,0.1120,0.0410,0.1262,0.174
2.415000,0.0819,0.0451,0.0748,0.120
2.415000,0.1052,0.0405,0.0466,0.122
2.421000,0.1183,0.0373,0.1090,0.165
2.436000,0.1082,0.0620,0.0860,0.151
2.437000,0.0920,0.0083,0.0831,0.124
2.438000,0.1396,0.0374,0.1196,0.188
2.441000,0.0719,0.0738,0.1127,0.153
2.445000,0.1087,0.0582,0.0538,0.135
2.450000,0.1039,0.0130,0.0865,0.136
2.454000,0.0944,0.0467,0.0961,0.143
2.459000,0.0897,0.0828,0.1058,0.162
2.465000,0.0908,0.0316,0.1237,0.157
2.470000,0.1375,0.0365,0.0809,0.164
2.474000,0.1279,0.0505,0.0485,0.146
2.479000,0.1141,0.0317,0.0916,0.150
2.484000,0.1374,0.0317,0.1432,0.201
2.490000,0.1089,0.0272,0.0719,0.133
2.495000,0.1138,0.0703,0.0862,0.159
2.496000,0.1234,0.0750,0.0767,0.163
2.499000,0.1234,0.0560,0.1481,0.201
2.505000,0.0949,0.0133,0.0393,0.104
2.510000,0.1138,0.0839,0.1188,0.185
2.515000,0.0810,0.0662,0.0867,0.136
2.520000,0.0992,0.0377,0.0721,0.128
2.525000,0.0995,0.0466,0.0718,0.131
2.531000,0.0949,0.0471,0.1372,0.173
2.536000,0.1226,0.0703,0.0738,0.159
2.541000,0.1095,0.0245,0.0718,0.133
2.546000,0.1090,0.0277,0.0857,0.141
2.552000,0.0534,0.0786,0.1000,0.138
2.559000,0.1062,0.0396,0.0868,0.143
2.561000,0.1225,0.0196,0.0816,0.149
2.566000,0.1050,0.0782,0.0632,0.145
2.571000,0.1223,0.0359,0.1531,0.199
2.582000,0.1551,0.0425,0.1219,0.202
2.584000,0.0804,0.0701,0.0476,0.117
2.586000,0.1341,0.0356,0.1195,0.183
2.612000,0.1200,0.0734,0.0753,0.160
2.613000,0.1454,0.1030,0.0585,0.188
2.614000,0.1164,0.1006,0.1375,0.206
2.614000,0.0963,0.0205,0.1082,0.146
2.615000,0.1170,0.0494,0.0921,0.157
2.615000,0.1100,0.0349,0.0954,0.150
2.620000,0.1136,0.0683,0.1440,0.196
2.625000,0.1008,0.0803,0.1397,0.190
2.631000,0.1256,0.0508,0.0431,0.142
2.635000,0.1195,0.0522,0.0682,0.147
2.642000,0.0926,0.0440,0.0545,0.116
2.646000,0.1111,0.0774,0.1044,0.171
2.651000,0.1307,0.0341,0.1187,0.180
2.655000,0.0983,0.0627,0.0983,0.153
2.660000,0.1070,0.0585,0.1043,0.160
2.665000,0.0873,0.0746,0.1266,0.171
2.671000,0.0633,0.0811,0.0532,0.116
2.682000,0.1068,0.0774,0.0978,0.164
2.689000,0.1091,0.0435,0.1053,0.158
2.691000,0.1170,0.0974,0.1513,0.215
2.691000,0.1347,0.0561,0.1039,0.179
2.707000,0.0501,0.0942,0.0833,0.135
2.709000,0.0946,0.0559,0.0897,0.142
2.711000,0.0790,0.0818,0.0868,0.143
2.712000,0.1119,0.0300,0.0616,0.131
2.715000,0.1140,0.0407,0.1392,0.184
2.720000,0.0726,0.0767,0.0922,0.140
2.725000,0.0654,0.0582,0.0611,0.107
2.731000,0.0897,0.0135,0.1059,0.139
2.735000,0.1345,0.0463,0.1028,0.176
2.740000,0.1101,0.0219,0.0685,0.131
2.747000,0.1078,0.0796,0.0542,0.145
2.751000,0.0807,0.0287,0.0964,0.129
2.755000,0.0869,0.0711,0.0776,0.137
2.760000,0.0933,0.0708,0.0955,0.151
2.766000,0.1100,0.0526,0.0612,0.136
2.770000,0.0899,0.0257,0.1036,0.140
2.776000,0.1043,0.0909,0.0759,0.158
2.781000,0.0930,0.0291,0.1098,0.147
2.785000,0.1125,0.0267,0.0500,0.126
2.790000,0.1066,0.0691,0.0489,0.136
2.796000,0.1230,0.0323,0.0565,0.139
2.801000,0.1200,0.0515,0.0804,0.153
2.805000,0.1333,0.0403,0.0747,0.158
2.813000,0.1143,0.0430,0.1021,0.159
2.816000,0.0969,0.0524,0.0761,0.134
2.824000,0.1013,0.0357,0.0632,0.125
2.837000,0.0920,0.0456,0.0659,0.122
2.839000,0.1225,0.0462,0.0558,0.142
2.839000,0.1356,0.0935,0.0823,0.184
2.841000,0.1368,0.0740,0.1131,0.192
2.846000,0.1146,0.0715,0.1049,0.171
2.851000,0.0970,0.0737,0.0638,0.138
2.856000,0.1082,0.0337,0.0928,0.146
2.861000,0.1235,0.0468,0.1017,0.167
